CpGmarker,chr:coord_hg19,EZH2_ENCFF516PTT
cg17079378,chr1:46713440,0.6565202067320484
cg17257175,chr1:155163542,2.0673007771855874
cg17386433,chr1:28052708,1.0541907177304388
cg17720231,chr1:159915374,3.39312069760891
cg17829314,chr1:38274017,0.2975424711692363
cg17892328,chr1:182360794,1.3149306646308994
cg18127191,chr1:91966734,0.6299650523430689
cg18335243,chr1:186649519,0.9107947487783551
cg18580491,chr1:36273890,0.0
cg18815943,chr1:47882314,1.9575342195586969
cg18825999,chr1:24286530,1.504516052634936
cg18830459,chr1:33429781,0.08752907794015366
cg19234509,chr1:115124245,1.3099648585343302
cg19452316,chr1:206680966,1.9137784572610832
cg19622360,chr1:236958982,0.6266862718095804
cg19783114,chr1:3569046,9.74228911744686
cg20345840,chr1:43424417,1.5338206511185948
cg20478514,chr1:246887464,1.5135674090902704
cg20695057,chr1:224034220,1.0593371062430361
cg20767356,chr1:150693100,0.9026156592547447
cg20771670,chr1:201438018,3.5428402560607455
cg20802051,chr1:65613403,3.758293117073706
cg20913782,chr1:35325533,1.0341681347523544
cg20932765,chr1:115054143,0.6166002750396729
cg21184174,chr1:115881214,0.5884512165686734
cg21319693,chr1:45987459,0.07984463681009345
cg21319745,chr1:38478440,1.0601315264987232
cg21363943,chr1:149899654,0.7638089541633825
cg21421701,chr1:212872679,1.1385031951930458
cg21576698,chr1:46767971,0.1341151899084486
cg22063056,chr1:109505929,1.0961656415105758
cg22063989,chr1:38100795,1.4009992236508395
cg22284302,chr1:53163523,0.32216895689393515
cg22396755,chr1:21995097,4.002298409802063
cg22429822,chr1:52456361,2.241365576622789
cg22594309,chr1:202679504,4.211200215275448
cg22780428,chr1:111682262,0.2651429881999023
cg22857604,chr1:206730695,1.031206003448315
cg22926560,chr1:207226769,0.7054668326033023
cg22957381,chr1:112532078,0.6771308035030033
cg23002761,chr1:16085642,10.900462597682886
cg23274123,chr1:229478617,0.4719787328469188
cg23349790,chr1:18434576,0.4923397689091594
cg23391785,chr1:171810972,0.9525840411756996
cg23472215,chr1:110282815,1.8992353576674426
cg23508540,chr1:9884032,0.28544013005242386
cg23687319,chr1:235492074,1.4383755018586233
cg23695504,chr1:247275344,8.407607680247015
cg23698058,chr1:84544097,1.2658002286629189
cg23779106,chr1:161719820,0.4251923393876178
cg23845507,chr1:91966731,0.6242812868960184
cg23881601,chr1:156698494,0.3311750069074797
cg24305835,chr1:17380585,0.15402697981741661
cg24358529,chr1:40204662,1.8944518488838786
cg24409107,chr1:24127262,0.5646234422253255
cg24450312,chr1:206681158,3.7812497499875
cg24649713,chr1:2125979,0.0
cg24686542,chr1:85155606,0.8887746255296721
cg24744425,chr1:202858153,0.0
cg25115460,chr1:3607110,0.5068599351326426
cg25167447,chr1:201617042,0.39448953997761826
cg25568243,chr1:40974465,0.7878498006194012
cg25637824,chr1:54304148,0.48072577310619213
cg25741794,chr1:15736999,0.04031127230484884
cg25885108,chr1:3568669,16.435990402526095
cg25947945,chr1:201368946,2.643945564355636
cg26054395,chr1:93545008,0.07960032495179974
cg26233468,chr1:155145786,0.26491501570639764
cg26985289,chr1:9884622,0.896105494136525
cg27012203,chr1:11865920,0.3896637199599844
cg27303880,chr1:64240188,1.1529006128596546
cg27478651,chr1:76190428,0.8719183569239857
cg00261781,chr2:20212517,3.0201765312220985
cg00396163,chr2:84743584,0.7123836514138224
cg00567479,chr2:242295999,0.22740421137607603
cg00616369,chr2:232329096,0.593977777812249
cg00954003,chr2:85132392,0.957017957569655
cg01615704,chr2:110873396,0.5267236260255971
cg02237186,chr2:10263043,3.517997582951686
cg03054162,chr2:70485230,0.09304550817779769
cg03077836,chr2:9347292,4.226587105273011
cg03107405,chr2:3381941,0.48482189385076413
cg03392046,chr2:37311658,0.4877095061570332
cg03856450,chr2:73298881,0.6763461260426966
cg04324308,chr2:228028741,1.8538513861392205
cg04367351,chr2:160918675,1.5231088982555931
cg04496615,chr2:68479620,0.28186429119169565
cg04532229,chr2:103235411,2.4481229584413278
cg04589975,chr2:70418186,0.4643792304537837
cg04786857,chr2:29033897,0.1440796959132625
cg05650565,chr2:136499412,0.14414262061850389
cg05732530,chr2:96811060,0.25367466113216564
cg05790999,chr2:20850809,0.8541868679095385
cg05844583,chr2:228582789,1.5971919390328804
cg06043190,chr2:42396882,0.6478289795338067
cg06191203,chr2:152266755,0.5523400445680071
cg06552037,chr2:220435838,4.460230924542111
cg06625414,chr2:220492692,2.599132616621003
cg06642617,chr2:73461528,0.7194110246519199
cg06668300,chr2:95691755,3.5162030538715925
cg06834261,chr2:203776215,0.7626310226477292
cg06869899,chr2:28113326,0.5390023106054178
cg07197823,chr2:121103050,3.759320166640151
cg07310661,chr2:225449833,0.1181697952479793
cg07314337,chr2:153574424,0.5602025014726896
cg07428089,chr2:176046170,0.037967031881993546
cg07652213,chr2:48010362,0.10163615469326105
cg08229694,chr2:86422197,0.13078423736250014
cg08305742,chr2:88354927,0.5435367819674295
cg08460026,chr2:204732474,1.1638305019262127
cg08646988,chr2:69614274,0.2820762100436741
cg08974656,chr2:96931567,0.540001442456186
cg09266433,chr2:179058698,1.9100073008168665
cg09288658,chr2:173940639,0.1933232630577468
cg09809242,chr2:122494874,0.5305774130131539
cg10140638,chr2:220174207,3.016366599206615
cg10660136,chr2:232379107,0.39897954746374764
cg10762132,chr2:113403533,0.6838859333807691
cg10773869,chr2:70057052,0.8573769275238389
cg10775273,chr2:219857927,6.0666554152519625
cg11620807,chr2:227664353,1.1011419841773493
cg11692477,chr2:190445477,1.3930302978007871
cg12066181,chr2:25565288,0.3379046741566456
cg12393697,chr2:187558983,2.2189354834116606
cg12620499,chr2:216877984,0.7780411530313943
cg12691366,chr2:64681733,1.4185610917440972
cg12815916,chr2:131114432,1.1772651947347303
cg12885244,chr2:88355058,0.5274300963206778
cg12949975,chr2:20867352,2.4633917681445503
cg13051968,chr2:7057649,1.2685579688769029
cg13332925,chr2:178257559,0.6350409968981422
cg13439299,chr2:27498173,0.5007640796706564
cg13539030,chr2:235405968,0.39565304538555573
cg14002682,chr2:25195127,0.2287137872560363
cg14126210,chr2:47142867,0.6189739801491287
cg14172532,chr2:242447907,0.7154085163463678
cg14383135,chr2:101436923,0.3088230783505333
cg14698961,chr2:48667887,0.27897827932959485
cg14934766,chr2:27009384,0.7759172520286722
cg15157837,chr2:97482059,0.5475359602907947
cg15243024,chr2:27651571,1.5482475445454853
cg15319457,chr2:239148132,2.8564441965107905
cg16246410,chr2:157189316,2.0125433799631876
cg16605590,chr2:122494233,0.012093366530173438
cg17178336,chr2:219925246,4.864163431146198
cg17189058,chr2:70418126,0.627371147572251
cg17610929,chr2:220379044,1.6986036859545623
cg17731079,chr2:37899023,0.628963864800936
cg17895873,chr2:73441412,0.15866423474434307
cg17918501,chr2:27717709,5.590131516468495
cg18182399,chr2:220283175,2.313946285747233
cg18277754,chr2:30144152,2.8955396054094273
cg19001226,chr2:177053345,5.916374751754533
cg19210770,chr2:220379091,1.7190858330809862
cg19280014,chr2:177134307,1.1261967807042035
cg19355685,chr2:220071637,0.8102591186390256
cg19461344,chr2:27485922,13.194733864648681
cg19728485,chr2:11295717,0.6243316660498146
cg19886179,chr2:162164993,1.043460414742591
cg20091107,chr2:38604853,0.7457350317082203
cg20369763,chr2:27718173,10.686754892591823
cg20449833,chr2:46770299,0.17530566216109697
cg20557037,chr2:165698099,1.538781774237269
cg20637307,chr2:213403960,0.5234347379712987
cg20972416,chr2:220025218,0.18466244106578114
cg21182454,chr2:112656262,4.395566945955937
cg21321735,chr2:241760164,4.450957972509903
cg21650900,chr2:235405122,0.6523393826591701
cg22085335,chr2:11052081,0.976695716529713
cg22148652,chr2:152684540,0.0
cg22153873,chr2:60781524,0.9373170055653389
cg22243662,chr2:10862305,4.7445457748641395
cg22380033,chr2:165477918,1.0178042893992398
cg22544376,chr2:74154016,0.5989526382408237
cg22580372,chr2:120436899,0.7021678512233154
cg23248865,chr2:97535578,10.79927171079298
cg23631636,chr2:217363620,0.7480308694435177
cg23905308,chr2:239196947,0.4937213966971324
cg24053619,chr2:61293272,0.34067932588798444
cg24076392,chr2:48667874,0.2542951385725169
cg24127874,chr2:239149859,7.1691097618635755
cg24767315,chr2:241525811,0.6006555459891769
cg24890043,chr2:135476297,3.7824222209150355
cg25596297,chr2:223162875,4.499830039659344
cg25856179,chr2:191878705,0.18399171884220436
cg25903497,chr2:219157103,0.44219225600473305
cg25908985,chr2:219925065,6.205279532216136
cg26102760,chr2:242088848,0.5867016493085019
cg26900034,chr2:88355166,0.46376730393887755
cg00201234,chr3:13590968,0.9802246426703627
cg00522034,chr3:105587721,0.2707438630207518
cg01216369,chr3:172859022,0.1604696237981468
cg02164046,chr3:187388148,0.4083180967857713
cg02699167,chr3:33319024,2.3633843344494587
cg03159785,chr3:170075773,0.6205694288981526
cg03438904,chr3:197518158,0.33582816962292067
cg04228553,chr3:15247818,0.5518279363240982
cg04428853,chr3:52931532,0.3403643112527462
cg04531710,chr3:184032412,0.2373874758247128
cg04614380,chr3:50192449,1.3186501939397797
cg04739570,chr3:127348611,2.7098440657232765
cg04759439,chr3:56502612,1.6732283661193086
cg04836786,chr3:148804272,0.4528924447491282
cg04837898,chr3:45731254,0.4063530932935396
cg04970117,chr3:45838037,4.455728574881233
cg05008406,chr3:118959563,0.7704814665038092
cg05280555,chr3:32727089,0.14627633227077208
cg05308617,chr3:137906066,0.6671462099897
cg05369142,chr3:46735009,1.0642939927869306
cg05699592,chr3:48885332,0.2623086266981396
cg05788437,chr3:197476880,0.5453258323253242
cg05911610,chr3:131221850,1.3665581201377355
cg06088032,chr3:50383227,0.5441652172224183
cg06490988,chr3:128212001,9.710988751076107
cg07248043,chr3:125314337,0.4536349630712571
cg07356753,chr3:81810745,0.4819500267579966
cg08563994,chr3:49823664,0.3587444369632407
cg08574156,chr3:183979091,7.180578887016696
cg08584430,chr3:49824184,0.1139074543913701
cg08853659,chr3:139654245,1.2083206433905034
cg09307279,chr3:52739927,0.17423340804559037
cg09615786,chr3:98620581,1.2263170755712172
cg10553028,chr3:32280480,2.822811583331101
cg10920302,chr3:45430089,0.7617151393854708
cg11021744,chr3:11034279,1.184011921026463
cg12062464,chr3:20081582,1.1190440396121017
cg12149391,chr3:197025853,0.6526390463485385
cg12185908,chr3:20227516,0.5093627101985594
cg12291552,chr3:167813648,0.8344973958564221
cg13517305,chr3:126423553,0.4916346933033104
cg13562542,chr3:71803339,0.9094397935486791
cg13577407,chr3:57994372,0.2114023420578821
cg13913917,chr3:182511332,0.1619279072469012
cg14272175,chr3:58318960,0.025261346241482477
cg14415034,chr3:45730717,0.4514616459533758
cg14452875,chr3:23987206,0.0746843620874638
cg14643520,chr3:141595277,0.0
cg14911395,chr3:50311213,1.3936483012767802
cg15348799,chr3:170075452,0.45543391448898507
cg15427774,chr3:39149258,0.36496101992385943
cg15584630,chr3:150126560,0.1639687042135253
cg15602950,chr3:45731220,0.4380251137247109
cg15705999,chr3:125093863,0.062010873285612264
cg15786541,chr3:110791063,5.814463764057493
cg16225429,chr3:50365552,0.4361042567619362
cg16382256,chr3:184279657,5.583669146992024
cg16418163,chr3:140950828,1.131851127617377
cg17804987,chr3:50654788,0.0
cg17877494,chr3:38178256,0.5978935152069291
cg18313110,chr3:139108398,0.2629474326410793
cg18986332,chr3:33759647,0.3050117966094219
cg19049316,chr3:61237063,0.4699075539361806
cg19188060,chr3:184017239,0.07008994844488967
cg19547629,chr3:39851641,4.3064192126219405
cg19591206,chr3:133748809,0.9844261550546585
cg19591588,chr3:45730799,0.604417809598761
cg19709625,chr3:142607981,2.029187196805293
cg20074371,chr3:31574495,0.09053239605373278
cg20247102,chr3:141206102,0.7871625261413784
cg20402382,chr3:49711530,1.4370543910678188
cg20449692,chr3:170136920,2.52723728451051
cg20591405,chr3:133614578,1.1021503064400537
cg20852286,chr3:93781624,0.5019150826699121
cg20856064,chr3:49027210,0.42244784716061523
cg20916523,chr3:10184584,0.6367432440159624
cg21176048,chr3:179755235,1.6317227438203712
cg21303011,chr3:24537177,3.3878725790918023
cg21638219,chr3:15643617,0.6121251678972173
cg22037648,chr3:50311009,2.0456196028098206
cg22863122,chr3:52090142,0.13601421380875414
cg22907065,chr3:49449503,0.8773847803139032
cg22986271,chr3:45730975,0.6244386854463088
cg23180365,chr3:33138627,1.8295314038483579
cg23844090,chr3:44903617,0.013893465746073355
cg24077317,chr3:69129461,0.037415161468738925
cg24801210,chr3:101293432,1.1598195152687016
cg25436946,chr3:69101463,0.2608253861826257
cg25756129,chr3:185655915,0.3362746116080486
cg25870420,chr3:37493949,3.526782990691073
cg25905648,chr3:45731240,0.4207318964741771
cg25999267,chr3:39424992,0.33449189361194126
cg26124016,chr3:25469402,0.05519463668143065
cg26152597,chr3:114865874,0.18222421296219576
cg26301689,chr3:142681704,0.3790024611123482
cg26376809,chr3:179370824,0.34124119925380053
cg26889990,chr3:44903516,0.19631030226586169
cg27088877,chr3:49967358,0.712309442702077
cg27437944,chr3:180630533,1.7264442646741271
cg27485235,chr3:184080068,0.9091908775660166
cg00072216,chr4:2263638,0.8706609438779646
cg00393585,chr4:165878091,0.7428312760933379
cg00514895,chr4:8594413,1.2064426302018012
cg00783759,chr4:128983441,2.564952476958087
cg00940891,chr4:1006016,1.431781968571004
cg01331554,chr4:76598477,0.10890910371283344
cg02496295,chr4:2846155,0.06270211938759335
cg02918483,chr4:84406202,0.49295606191021546
cg03109066,chr4:113153267,0.9505098818840826
cg03292388,chr4:8594514,0.9820528223627524
cg03482087,chr4:128886832,0.6801339112166455
cg03544320,chr4:5894691,0.34054679496032636
cg03586029,chr4:128886849,0.7299223898206268
cg03771255,chr4:152020940,1.3352154474008708
cg03883519,chr4:128886524,0.0
cg05029288,chr4:39529354,0.4555754571632851
cg05503412,chr4:57843540,0.5731284001521636
cg05807991,chr4:118006808,0.27905239309753266
cg06440646,chr4:146403418,5.964122774000477
cg06600412,chr4:185655239,0.4087559577086917
cg07360076,chr4:1794639,1.4591869597423106
cg08292112,chr4:39699959,0.6282815229417082
cg09067967,chr4:39529342,0.4571971030455278
cg09156233,chr4:95679705,2.5200547277184198
cg09209002,chr4:71554199,0.3890121216488598
cg09329496,chr4:140223063,0.4469152834647314
cg09495977,chr4:8271507,1.466830002399454
cg09499698,chr4:68411154,0.2791579055072661
cg09748975,chr4:4864532,3.2075810337304476
cg10002561,chr4:122744832,0.6310810786753224
cg10261589,chr4:103997969,1.2189870047896283
cg10479325,chr4:128886426,0.0
cg11356705,chr4:77069568,0.13088872694315162
cg12452946,chr4:128886867,0.7888590975146639
cg12939527,chr4:2757706,0.35257343505683386
cg13246654,chr4:114682613,0.6633619191194711
cg13359415,chr4:25032564,1.2019940260193889
cg13564595,chr4:7069733,0.3284290753249218
cg13704403,chr4:967460,0.6560102947929554
cg13842258,chr4:41216271,2.471696676458801
cg16438432,chr4:83294858,1.0775979039377703
cg16538604,chr4:2010703,1.0402085422131784
cg16802152,chr4:184365888,0.4453078456353071
cg17259741,chr4:4291994,0.24641566301819096
cg17269277,chr4:1796142,11.157851904110421
cg17849194,chr4:71553882,0.8338726722540106
cg18342279,chr4:48492344,8.187948753708913
cg18424538,chr4:6717981,0.0
cg18719814,chr4:47916640,0.0
cg19278809,chr4:6785080,0.4477796834008652
cg19445598,chr4:68566438,0.8253169185354228
cg19616230,chr4:25657429,0.07787685620219928
cg19905754,chr4:186317888,1.055152303188519
cg20088535,chr4:128802013,0.3410149312153124
cg20166783,chr4:39367943,0.5584182236854572
cg20303303,chr4:10118265,0.38063698531386264
cg20326867,chr4:26862483,0.7257903436770166
cg21721155,chr4:108910787,0.15507077093136282
cg22127491,chr4:140217063,1.2495666232489588
cg22333016,chr4:54244258,1.2246184829167297
cg22385477,chr4:186392754,0.8954990228958558
cg22461615,chr4:83821917,0.43624423771279114
cg22734085,chr4:184020261,7.294145032354721
cg22831514,chr4:88312706,0.8717685923760669
cg23653712,chr4:52904379,0.9780119537118069
cg23657252,chr4:79697583,0.24899885080699016
cg23916751,chr4:88929263,0.9431395471244679
cg24199834,chr4:147560126,2.8924549155104486
cg24693053,chr4:682834,0.6827085467050795
cg25088874,chr4:95678817,3.296338502308377
cg25117976,chr4:39529365,0.454093935929629
cg26812418,chr4:166299976,2.326932979938098
cg27038439,chr4:4864320,3.345135856447672
cg27507704,chr4:159593171,0.17498035156667383
cg00386408,chr5:135364970,0.4580185258774983
cg01500421,chr5:140070872,0.7847019986172864
cg01737507,chr5:122372093,4.574593909660777
cg01805784,chr5:176873808,0.3661701316548107
cg01936124,chr5:137878512,0.265257977339395
cg01982455,chr5:149829250,0.8894820141970665
cg02675896,chr5:102594347,0.7677375552362932
cg03136712,chr5:140053068,0.16235385749702738
cg03522216,chr5:32174578,0.6436709269621128
cg04020816,chr5:109025456,0.5506041077455678
cg04232649,chr5:162864489,0.002804189548825385
cg04330449,chr5:134871166,2.3825795136187735
cg04590931,chr5:133861743,0.7860025687705252
cg04684516,chr5:121647858,0.5536335905145231
cg04686412,chr5:139175658,8.706608667635264
cg04735745,chr5:76382885,0.7251838371343446
cg04960652,chr5:172571539,0.317094187115196
cg05189291,chr5:157158457,0.3064414917530859
cg05843340,chr5:68628618,0.40762286256079067
cg06508445,chr5:121414088,2.206475391054986
cg07442479,chr5:37839769,0.7634562718452064
cg07540118,chr5:157002713,1.1967363727657574
cg07880061,chr5:176730198,0.9079929869668442
cg08164315,chr5:40679182,0.9169013488322422
cg08424427,chr5:180670815,0.9148827880397996
cg08490173,chr5:114880508,0.9220284700690957
cg08513100,chr5:133706722,1.2465315990317194
cg08725962,chr5:175792493,2.773434701554496
cg09801842,chr5:174905852,0.3102158588215597
cg10214058,chr5:154238169,0.3316365533933378
cg10356060,chr5:138775106,0.47770149273765355
cg10737521,chr5:179335243,0.2287372325423947
cg10948883,chr5:176944132,0.4566794775073368
cg10978355,chr5:80529340,0.1042013743571807
cg11017269,chr5:95067136,2.611708502222475
cg11057497,chr5:43313384,0.1385078800289411
cg11100802,chr5:180688063,0.8325533780671117
cg11141561,chr5:134074404,0.4890114164857793
cg11154798,chr5:34656563,3.3752587760178527
cg11591325,chr5:76012591,4.659718498030208
cg11732619,chr5:168728076,0.3729430450465614
cg11946503,chr5:134870514,2.8758214979694965
cg12080675,chr5:179335223,0.20752077343457953
cg12126786,chr5:77656518,0.6440889648071251
cg12168164,chr5:33441063,0.17213932731353732
cg12430845,chr5:36876537,0.6583749909799295
cg12598575,chr5:173043653,0.8055408426056478
cg12766348,chr5:178054039,0.42555279713913685
cg12871124,chr5:110848106,0.9782840439357663
cg14161426,chr5:96143592,0.1355401497157732
cg14409941,chr5:178771781,0.7290311638553838
cg15219393,chr5:149109878,0.1705020897257655
cg16257040,chr5:177557700,1.187970335049522
cg16509658,chr5:160975347,1.7303366375682954
cg16821394,chr5:141488611,0.8298981099800576
cg17178888,chr5:159739851,3.6350821741204014
cg17811228,chr5:139175116,12.54218551226685
cg17946497,chr5:172198141,0.11042341857479694
cg19238398,chr5:138775248,0.9359596245306686
cg19704039,chr5:141392512,0.8283016834027155
cg19885761,chr5:175223646,1.5530134808095613
cg20044189,chr5:141704548,3.6368664345539123
cg20060451,chr5:179159945,0.2451719467033472
cg20986134,chr5:126112439,0.9976323625987902
cg21101222,chr5:151138161,1.472080022319594
cg21703138,chr5:133561950,0.7148134127593695
cg22229034,chr5:172198031,0.1930511000001817
cg22913584,chr5:81046758,0.10944371598022537
cg23091824,chr5:1112355,0.7568908259458376
cg23953133,chr5:126112875,0.468582271637762
cg23983884,chr5:176900806,0.5068640500827323
cg24003306,chr5:1799717,0.1930853592933265
cg24371225,chr5:43192392,2.234064045392367
cg24886748,chr5:1111731,0.5478305761653586
cg25084220,chr5:126366197,1.7059404129102045
cg25159610,chr5:57756802,0.6400997967940019
cg25177452,chr5:72416677,1.5060913313059439
cg25707005,chr5:138775200,0.7910194269142246
cg25720804,chr5:170736389,4.400832053729126
cg26054540,chr5:1009204,1.1752108481162207
cg26361928,chr5:151151522,1.0309673205872723
cg26399201,chr5:132149404,11.867574257743627
cg26747293,chr5:38258670,3.1072426341715595
cg26796283,chr5:174151334,1.3022356461408429
cg26929490,chr5:36877626,0.5250219392806217
cg27116713,chr5:176853836,0.3559823204157061
cg00347904,chr6:35182508,8.100526557598922
cg00502442,chr6:157801893,0.24215239501950747
cg00620629,chr6:116989951,0.8764704760173312
cg00702231,chr6:144329473,3.003489911704884
cg00839802,chr6:119671238,0.13704281606876345
cg00984602,chr6:43139692,0.2863387729313011
cg01505176,chr6:31763310,0.6743742822857569
cg01594214,chr6:123110554,1.128289607397636
cg01818492,chr6:132129363,0.868962337399956
cg01932459,chr6:109703513,0.7694022750616668
cg01998682,chr6:151712546,0.3941734721535756
cg02128567,chr6:39196998,3.4864922999741133
cg02257681,chr6:31698002,0.2793874818636592
cg02322621,chr6:33422403,0.12447510864074687
cg03298413,chr6:32095941,0.6845259082287625
cg03447931,chr6:7726645,5.8381873140311304
cg03969906,chr6:26021768,0.0
cg04006554,chr6:46138530,0.8367694932920975
cg04329454,chr6:33561099,1.3672599452838041
cg04600618,chr6:43612980,0.23486610622774634
cg04623837,chr6:29943414,6.523184919000564
cg04878727,chr6:28317483,1.7188321494699417
cg05360265,chr6:147525477,0.3175439439212295
cg06659073,chr6:158589307,0.24250638165378807
cg06913228,chr6:90062465,0.19479421576359623
cg07077459,chr6:144329052,2.7420925496522326
cg07336230,chr6:39693357,0.24830132499894597
cg07914959,chr6:91006321,1.9562402865535897
cg07935151,chr6:31774618,0.5375151045601861
cg07936037,chr6:7313172,1.717034563608003
cg07940485,chr6:111409222,2.0250607346953298
cg08179530,chr6:36648295,0.4351693257280716
cg08738040,chr6:42896906,1.2837687901725199
cg08826863,chr6:43738006,1.0057674667930365
cg09384159,chr6:112408580,0.17860900151759312
cg09472953,chr6:146056770,1.1268605563111436
cg09657265,chr6:123110763,1.4542436671078651
cg09834205,chr6:150185198,1.0677224416239304
cg11763112,chr6:84937277,0.13230102072630143
cg12757684,chr6:144329485,3.0747669200944783
cg12963312,chr6:52441723,1.229200091965478
cg13562911,chr6:11044106,7.56527567147614
cg14338887,chr6:42928500,1.862570957649973
cg14363494,chr6:33176234,0.6976533949077872
cg14402472,chr6:29691165,0.3414037807326662
cg14426525,chr6:123110598,1.1128539997443296
cg14839932,chr6:43139162,1.463386284294271
cg15256539,chr6:80816434,0.31945942580105363
cg16041611,chr6:43139680,0.2530194711952733
cg16842485,chr6:31628639,0.36969927161411753
cg17055145,chr6:76459077,4.008735194913764
cg17329164,chr6:32121259,2.252325026917636
cg18055007,chr6:31698226,0.22716790794434394
cg18189601,chr6:33176225,0.7104773846944966
cg18217172,chr6:139309321,1.093183468850771
cg18247054,chr6:167369941,0.9302217469845627
