CpGmarker,chr:coord_hg19,RNF2_ENCFF071CIY,RNF2_ENCFF857HEZ,RNF2_ENCFF320VKN,RNF2_ENCFF847TGB
cg20345840,chr1:43424417,3.85188789706575,1.3671587555485771,1.6180036924872314,0.7975255690905222
cg20478514,chr1:246887464,3.653820900920026,1.2052135208524075,1.6773938688256793,1.4626506198374114
cg20695057,chr1:224034220,1.417727130160962,1.3445200709036162,1.6802594007696594,0.8808903480854415
cg20767356,chr1:150693100,1.8147891981346054,1.025490738953141,0.6451963592051271,0.9705986353078685
cg20771670,chr1:201438018,1.049130378518616,0.7823969608827719,0.39642750959555406,0.2329892736866587
cg20802051,chr1:65613403,5.226512233515333,1.2781304474037485,1.3714076261270671,0.43610513600476664
cg20913782,chr1:35325533,4.143312586810524,2.963537611271675,2.6632638087593707,2.4012884591285726
cg20932765,chr1:115054143,4.5377340658644485,1.3329914218915668,2.5055047145805456,1.955179375900592
cg21184174,chr1:115881214,1.400771626361885,0.4286175573109986,0.31280970107996253,0.3904235189840978
cg21319693,chr1:45987459,5.649555121276741,3.108710005099042,2.2468111755841984,1.082902168841136
cg21319745,chr1:38478440,2.3879402927181075,2.460844936364904,1.2344744863950106,1.122371295741074
cg21363943,chr1:149899654,2.3878405801673184,1.4083035938311694,1.0777067812600933,0.9988724406520625
cg21421701,chr1:212872679,7.182090352003711,1.6631347685680722,3.5371769830175768,2.2822935720928887
cg21576698,chr1:46767971,1.5704276554305059,0.9236834420824883,1.4625892989950584,0.7054507962783376
cg22063056,chr1:109505929,3.7998598492948195,2.0935755034634598,1.8379466124900856,0.6776311969816536
cg22063989,chr1:38100795,0.7545289357106881,0.8556036428917673,0.7078209198323866,0.2606630402610189
cg22284302,chr1:53163523,2.5892747063143293,0.9550570335768702,2.192609676993696,2.2747710268396393
cg22396755,chr1:21995097,1.0297136145488281,0.74015112366165,0.9415138179524581,0.7627585766618686
cg22429822,chr1:52456361,3.5553899673452403,1.2864066006759753,1.9538527093920623,0.6524868331793835
cg22594309,chr1:202679504,1.4181757884429875,0.9000906057637231,0.8154300991585129,1.3571975367919464
cg22780428,chr1:111682262,1.737946392889332,1.2616662088772306,2.2634876027071567,1.2157148626677117
cg22857604,chr1:206730695,3.8986951234632,3.168123945036434,2.4001046133754853,0.7129408471899437
cg22926560,chr1:207226769,3.5337853948968903,1.270342667129569,1.7430320466843032,1.1286422185172464
cg22957381,chr1:112532078,0.5089696849373511,0.4726665858690281,0.031162818406065208,0.0454374572582673
cg23002761,chr1:16085642,2.1380584752767757,0.7559682728346446,0.9374739395412721,0.6498091780485358
cg23274123,chr1:229478617,3.4006395765076256,1.4837976789979863,2.041210423383927,0.8732734930485562
cg23349790,chr1:18434576,0.47210185426726303,0.056232468594339426,0.030918977578679226,0.05342132328751676
cg23391785,chr1:171810972,1.9109861877493728,1.2626877048812304,1.7162467059946418,1.3460019409396404
cg23472215,chr1:110282815,4.512441262045406,1.7507326384434974,2.455144186566893,0.9507299714403556
cg23508540,chr1:9884032,1.6975124822441776,1.0977001169375946,0.32867692949765936,0.017900049816491896
cg23687319,chr1:235492074,1.6225124400601423,1.5126780604483778,1.344943043597024,1.010675360065446
cg23695504,chr1:247275344,10.707679008902456,2.927575907356424,2.353446823997688,1.583576362031951
cg23698058,chr1:84544097,1.2460510984917827,1.074624788136851,1.5612845622987819,0.495058174405312
cg23779106,chr1:161719820,2.5823067593158333,1.7814474629047803,1.5221980058046944,1.2349844875181109
cg23845507,chr1:91966731,2.2525079288982095,1.8346835407532955,1.5470737438844029,1.5114292068374424
cg23881601,chr1:156698494,1.6698104473123527,0.9214399255570628,0.4732848630284431,0.32756518617160896
cg24305835,chr1:17380585,1.6164390147475531,0.9174011451496448,0.6591078566940051,0.27933099676397377
cg24358529,chr1:40204662,1.868058018850864,1.029373786247282,1.2665623707367,1.258599031893095
cg24409107,chr1:24127262,3.703227835700399,1.9689587753015265,0.8814619718644388,0.8748596251902735
cg24450312,chr1:206681158,1.7482116525607216,1.4697405736048026,1.3176377830362678,0.4104999508940965
cg24649713,chr1:2125979,1.7086206955505427,0.593928899773933,0.11393179576333026,0.0780589522194684
cg24686542,chr1:85155606,1.557630618165556,1.3555339653964649,2.051265210284854,1.125681722253338
cg24744425,chr1:202858153,2.692205939209669,0.982144983257736,1.1130299724248283,0.47079695924707776
cg25115460,chr1:3607110,1.2972670888662934,0.37103521006362994,0.4560813210031338,0.3946701592192091
cg25167447,chr1:201617042,2.335752924481532,1.5323137375630642,1.0528229654875776,1.0929263419938504
cg25568243,chr1:40974465,4.114704289341211,1.7317293640086775,1.8319145818600928,1.1791135911037798
cg25637824,chr1:54304148,2.49403540808661,2.451827579900214,1.2292323189780598,0.8124184777909086
cg25741794,chr1:15736999,3.1539614138163237,0.43801997390173913,1.4916323430817622,1.5293386443297465
cg25885108,chr1:3568669,1.6344392247628095,0.8938108754722852,1.1218750597235567,1.0519948366871499
cg25947945,chr1:201368946,1.213611775800177,0.7903634189741867,0.46982381461267164,0.5209506704771608
cg26054395,chr1:93545008,2.5692674825316355,1.697068329240913,1.5007426150124568,0.9038569835058768
cg26233468,chr1:155145786,3.711539513155112,1.139810225315522,1.2896749881140313,0.9729869612434559
cg26985289,chr1:9884622,2.6855564444439666,1.2570739450151487,1.6194966579613246,1.3613552333708119
cg27012203,chr1:11865920,2.9580963344645324,2.1191689049513855,1.393750451300804,0.737172519476931
cg27303880,chr1:64240188,0.0,0.07015720923939846,0.05429406575579893,0.06219154834152754
cg27478651,chr1:76190428,2.6451004791140855,2.5271719685219174,2.0696395219412826,0.7761804014815952
cg00261781,chr2:20212517,1.9920372867822052,0.8194177521583148,1.0388651890796319,0.6751717268082864
cg00396163,chr2:84743584,2.5585248482197596,0.6736079325848386,1.4007147642739692,1.2631431719906014
cg00567479,chr2:242295999,2.753370463104914,1.5892906798388893,1.4362735908822228,1.0264151343829615
cg00616369,chr2:232329096,5.102108467249502,2.2145785744350746,1.5648232405619729,0.9277245634957739
cg00954003,chr2:85132392,3.424633977790723,2.2662012434362473,2.296185965921516,0.870652861651637
cg01615704,chr2:110873396,0.3062148706574095,0.2862994019824668,0.4865564310788514,0.3998584824607259
cg02237186,chr2:10263043,2.704526335372592,1.6589931193135325,1.7688797533958036,1.1960715724345752
cg03054162,chr2:70485230,5.195577423174185,0.9325233456722816,2.2022989559500594,0.9858024142998413
cg03077836,chr2:9347292,2.2489899081779536,1.1552447130406587,1.9510321401226847,1.050167203432604
cg03107405,chr2:3381941,3.0663635701015406,1.5083947602352894,1.5641425185072748,0.9056219393178412
cg03392046,chr2:37311658,1.5594939362081208,0.8354950147376691,1.0573631412073263,0.6406809482491225
cg03856450,chr2:73298881,5.960874330967739,2.4347305731880398,1.2652185021195923,1.1246130427814778
cg04324308,chr2:228028741,0.3530127750965128,0.1562852930844276,0.22183454289400667,0.12278411855126854
cg04367351,chr2:160918675,0.5939757789756889,0.5688428083560116,0.373190700524763,0.28663646706619167
cg04496615,chr2:68479620,1.3211697357105199,1.278597430472362,1.5034267338285423,0.34396323801350415
cg04532229,chr2:103235411,2.4187730488337187,1.6529665089902141,1.9969756832146586,2.4864232165557785
cg04589975,chr2:70418186,2.3084914595111647,1.5733633124620243,1.2270078296375988,0.6360781295341149
cg04786857,chr2:29033897,0.32607621593665603,0.40679786047733335,0.17764069926820492,0.04615266881232844
cg05650565,chr2:136499412,1.797820396256863,1.7385109823540856,1.1883633441461292,0.6186018470962743
cg05732530,chr2:96811060,0.6748710253886748,0.12742019643510072,0.0665838398838281,0.0
cg05790999,chr2:20850809,3.7105646543669284,1.3587141673166556,1.8655714475900456,0.8117918690243862
cg05844583,chr2:228582789,1.7325534891903847,1.116254074243536,1.0189663556745818,1.0740659831468007
cg06043190,chr2:42396882,2.7182408386929673,1.26493127194426,2.1766457667671832,1.9025442968877473
cg06191203,chr2:152266755,2.8148132271302906,1.282410254502237,1.317888256766255,0.9725781793606252
cg06552037,chr2:220435838,1.8445664401958113,0.700293094142714,1.5550537181837005,0.6697760503785568
cg06625414,chr2:220492692,0.6479135170541797,0.7516446061562422,1.1596690712129682,0.0
cg06642617,chr2:73461528,5.048508579296959,1.5434591993132136,1.3406654090952694,0.4962265096474764
cg06668300,chr2:95691755,0.8506587639711147,0.8990268925776208,0.5740800496200076,0.9456719673631198
cg06834261,chr2:203776215,2.376925241025606,1.9223016426153017,1.5027678268508722,1.1731142328861646
cg06869899,chr2:28113326,3.809825910594398,1.282400618764825,1.64639688028659,1.6237049676533648
cg07197823,chr2:121103050,0.42813068464807147,0.15462742823912318,0.0,0.0
cg07310661,chr2:225449833,0.9055294717041928,0.4568372078221338,0.6803323456697036,0.3102672576458377
cg07314337,chr2:153574424,2.533018469810486,1.5529326925848488,1.0464098264748913,1.2586382492224772
cg07428089,chr2:176046170,1.400738875021661,1.2432190976535293,1.261952544091051,0.8124424660592305
cg07652213,chr2:48010362,4.621485814192051,2.2249294743870855,2.4371638120409855,1.194326389144335
cg08229694,chr2:86422197,2.240047013224509,2.2638826737380087,1.1061906231906349,0.7212305703662577
cg08305742,chr2:88354927,1.8026525413900836,0.8024221456556249,1.1244964340975754,0.9385988030796336
cg08460026,chr2:204732474,0.9017320750954739,0.9282054113330984,0.6081489449427312,0.4784079158395306
cg08646988,chr2:69614274,1.7377630968640867,1.2973334700092116,1.5036724713675103,0.8214492965071576
cg08974656,chr2:96931567,3.280864532748957,0.9284996752466942,1.0622862622030358,0.6955194492961403
cg09266433,chr2:179058698,5.29231982635441,1.4761405026823504,2.1622960546664762,1.8629134398446119
cg09288658,chr2:173940639,3.3842856619423465,1.125359881325553,1.6386447956139905,0.3388045587741823
cg09809242,chr2:122494874,2.3170028667051596,0.6157913196116611,0.8361448360202913,0.5230009433374441
cg10140638,chr2:220174207,1.135643606768582,0.8292144864723272,0.7743300456655887,0.6103641992792525
cg10660136,chr2:232379107,5.873938763825376,3.0426587023937195,1.681157288705916,1.2033311691961979
cg10762132,chr2:113403533,2.305538132898231,2.1393488999316816,1.441795340351333,0.13085910246853816
cg10773869,chr2:70057052,1.9615197481954485,0.9876207452165219,1.3100120194832285,0.677296382753629
cg10775273,chr2:219857927,1.4887072880963732,1.1459674661296264,0.3480491765828204,0.3910940978443831
cg11620807,chr2:227664353,2.0558155583324575,0.7015300689641377,1.7440933127355696,1.3616795038939118
cg11692477,chr2:190445477,1.9714616305215698,1.8503473658216862,1.601230900632473,0.3836335640335618
cg12066181,chr2:25565288,4.727399320673764,1.002977979859509,1.8702168065190612,0.24375321723502175
cg12393697,chr2:187558983,2.86505014506956,1.7099013269096242,1.9420931951660765,1.5139545362786462
cg12620499,chr2:216877984,1.5470748231595295,0.6366071349144576,1.452842815484192,1.098139401534549
cg12691366,chr2:64681733,1.699381596726967,1.05567953971556,0.762271748776745,0.40983694219529776
cg12815916,chr2:131114432,1.4391084612159064,0.7600273055551653,1.2835012714464469,1.6837593465671872
cg12885244,chr2:88355058,2.0168867985209324,0.7273186796769834,1.2393920427545941,0.6095961840670008
cg12949975,chr2:20867352,0.8024624440438135,0.6861797516928647,0.4453482545559246,0.25831628425460207
cg13051968,chr2:7057649,3.9368935324010113,1.4673853014918634,0.6934301972835141,0.16670269396462642
cg13332925,chr2:178257559,2.6314746514520144,1.6928333669826574,2.1014206254868735,0.9645587052787629
cg13439299,chr2:27498173,1.0332767342837375,0.3393046576111691,0.5014240876992148,0.43057723103690326
cg13539030,chr2:235405968,1.5340875162745355,0.8043755108578842,1.3510643310863477,0.09647085140470851
cg14002682,chr2:25195127,2.8443787673167753,1.3018614994617472,1.0507244625293704,1.2340196747137722
cg14126210,chr2:47142867,2.354416262850797,1.324731845585188,0.8629075070271766,0.37587237155571246
cg14172532,chr2:242447907,2.1948005609084245,1.0380782500615442,0.6597856843189112,0.3485756617903412
cg14383135,chr2:101436923,0.3671470453911589,0.8877711621603169,0.33260084941351503,0.06497379030075454
cg14698961,chr2:48667887,1.4199714727532537,1.6579799344414785,0.9472030936333902,0.3833421942896379
cg14934766,chr2:27009384,2.6118483020183154,1.0741075813547334,1.1879090006809283,1.3229360877724359
cg15157837,chr2:97482059,4.736012503987833,1.6439771818698492,2.034691213075062,1.1266490277135164
cg15243024,chr2:27651571,2.7438366555810867,1.6950594289344445,1.4826405723196014,0.9328303187713956
cg15319457,chr2:239148132,1.7268902978992224,0.6660011479087601,0.9721094512211117,0.5595062074815841
cg16246410,chr2:157189316,4.326085614593249,1.6120823982945107,1.4741117755076534,1.5731908213765247
cg16605590,chr2:122494233,3.1276333058564147,1.2243958664059342,1.2975019228428677,0.5622407766500316
cg17178336,chr2:219925246,0.13183272286246245,0.0,0.13388107248821163,0.27150631805607806
cg17189058,chr2:70418126,2.2695801873456807,1.5337290725208577,1.1931512452420452,0.5537846126312627
cg17610929,chr2:220379044,7.604837520164147,5.056655564213037,3.511309043130375,1.9033120730868598
cg17731079,chr2:37899023,1.8132333500575544,1.2530321311623676,1.246753990566567,0.7979635135305493
cg17895873,chr2:73441412,2.249685691033218,1.343663587237237,1.1051686076154732,0.5177083759385154
cg17918501,chr2:27717709,2.2093168346959158,1.397759297467824,1.1035627363774545,0.5960146101967355
cg18182399,chr2:220283175,0.3926630562677645,0.37916610945489937,0.4064596726041185,0.0
cg18277754,chr2:30144152,1.37106466754119,0.7445204246817086,0.7036206225058682,0.6913378196315575
cg19001226,chr2:177053345,1.2630175992735009,0.8292747837795581,0.7210489507773867,1.3419461091260363
cg19210770,chr2:220379091,7.962864399550859,5.338266040024317,3.6796803414970265,2.090533673614635
cg19280014,chr2:177134307,2.322042192604179,1.713918001574471,1.5684093230977618,1.0504265594066229
cg19355685,chr2:220071637,2.3834059840425885,0.7959673549989215,0.9693319948385481,0.018847481586838008
cg19461344,chr2:27485922,5.530148975866989,1.9759846227127418,2.489528425019281,1.5186355090200752
cg19728485,chr2:11295717,5.829778406090867,1.8656183239676412,2.354643165136216,1.4035008694800057
cg19886179,chr2:162164993,3.3819550058788197,2.472216108196097,1.955900090293694,1.0893694761388022
cg20091107,chr2:38604853,2.598381629013956,1.05445147274141,1.795637657814787,1.6239277130350507
cg20369763,chr2:27718173,2.4359089252062867,0.8001616733924409,1.716019956622635,1.085365229506891
cg20449833,chr2:46770299,0.12880376553594916,0.3787645887109704,1.0625997802934741,0.3881352872139498
cg20557037,chr2:165698099,1.050455268333083,0.9957276484615488,1.0937141462454474,0.5707184295924822
cg20637307,chr2:213403960,0.6734217461802419,0.38867671144870747,0.12780583781791743,0.45687434865054943
cg20972416,chr2:220025218,3.692366749271193,1.6409632490757398,1.7192170309306976,0.8492468814005578
cg21182454,chr2:112656262,3.3755778429514156,1.8416697834049378,1.6191246904562833,0.9372016408682762
cg21321735,chr2:241760164,0.48909158376684214,0.38872874570903637,0.1923539200588652,0.0
cg21650900,chr2:235405122,1.3103738717010194,0.41261234140009656,1.5221388973945988,0.9572087202286185
cg22085335,chr2:11052081,0.8606007973154881,0.6159862878911215,0.2982618949396949,0.43773589355689924
cg22148652,chr2:152684540,1.4124318689776776,0.8833051887979532,1.753081764068984,1.063427183544844
cg22153873,chr2:60781524,2.1721049407473823,2.0825445919560077,1.0422382821465965,1.4028545951010878
cg22243662,chr2:10862305,1.6389755860825725,2.0230149491469462,1.0678698430929399,1.1286467008311254
cg22380033,chr2:165477918,0.1630189583783138,0.17955010653731235,0.081166585317425,0.0
cg22544376,chr2:74154016,2.7475916489104084,1.6166457431274757,1.2112282032978505,0.8851563110018609
