ProbeID,GSM2178671,GSM2178685,GSM2178661,GSM2178669,GSM2178682,GSM2178665,GSM2178676,GSM2178662,GSM2178672,GSM2178670,GSM2178683,GSM2178666,GSM2178684,GSM2178686,GSM2178655,GSM2178675,GSM2178677,GSM2178688,GSM2178664,GSM2178678,GSM2178658,GSM2178693,GSM2178663,GSM2178674,GSM2178659,GSM2178680,GSM2178694,GSM2178660,GSM2178668,GSM2178691,GSM2178656,GSM2178679,GSM2178689,GSM2178692,GSM2178673,GSM2178690,GSM2178657,GSM2178667,GSM2178681,GSM2178687
cg18983672,0.976630641912619,0.969603721330277,0.980668203168821,0.983286491033047,0.976416797884968,0.982892537538198,0.972212037158845,0.975035013891532,0.962214999043907,0.976167106432358,0.971870720347916,0.9564971984246,0.968697085172845,0.953339277262162,0.956191569995829,0.964447367420251,0.958925617715594,0.976620720964417,0.967614415852155,0.979503213182969,0.961277668158184,0.97239936755748,0.967420535527743,0.972360247371058,0.964800676432312,0.970818990037281,0.970179137578844,0.94268771551804,0.969451743167092,0.976808229607321,0.956394625993045,0.973670538113932,0.967022947302623,0.960401550707345,0.978277496010622,0.982508696469781,0.953755721764514,0.9761226964261,0.968769022239889,0.971401134881598
cg10266490,0.343312208790691,0.22283826122648,0.231948757411167,0.12225977791748,0.289512937062901,0.209987858742461,0.270243547226084,0.279798012600862,0.282508083025798,0.341089713805591,0.25363099419018,0.212295471493876,0.217391673370707,0.294787498439839,0.284367149709852,0.180008583661575,0.203712968676462,0.28749841643436,0.322372551246611,0.260735818112475,0.25698111433447,0.15669222433644,0.198939354034403,0.383849329662227,0.106045098175499,0.220826055458954,0.197022020002901,0.219801007719569,0.045236914564783,0.30580554662249,0.227347339834164,0.271092906201657,0.328106135640013,0.244076685905835,0.212210029345605,0.190825907182501,0.238968962518381,0.223756644798199,0.143994923566468,0.320315364959969
cg06836772,0.125908161107367,0.127416677485408,0.124648613310718,0.0965728038824365,0.126373993516392,0.096934273749912,0.133252833663859,0.109503750805098,0.11215439192611,0.160783127841654,0.116117140467558,0.148828454780513,0.128839247819906,0.144183734348508,0.133538642257589,0.135793232933673,0.137871725681147,0.110029621070353,0.118235984982997,0.141516339423471,0.127113540967588,0.111395559289724,0.116330544322296,0.155447273353862,0.0793632021390268,0.1293637889483,0.119564468885448,0.0895192071396846,0.0852083192756969,0.133207485896474,0.142787682936637,0.160194907191,0.184569211503546,0.128867245467554,0.159490489252797,0.0959901604718201,0.0943283080406502,0.0992077698441327,0.146868967511549,0.13173170159899
cg22901840,0.688155763057066,0.69661067523744,0.690118269912705,0.643470483604077,0.54709171330716,0.605982671315645,0.624643667128553,0.76950746682161,0.682349108258959,0.655105178615011,0.685337600570426,0.647067552804392,0.634397814308554,0.643919543039306,0.5894948083252,0.682252034996167,0.805419795594976,0.697425491965399,0.617914095081122,0.71283916035974,0.611177326851219,0.602947600057852,0.599400134418429,0.666598952926183,0.659094224192057,0.583365723359417,0.615568189593957,0.538290468293029,0.561942805742379,0.623843833654745,0.534028445541694,0.670459342038899,0.493262758334506,0.510346493104406,0.59156020499201,0.613375147456607,0.668873580676896,0.598215653126723,0.725826588724409,0.634660458687507
cg09118625,0.679138668389401,0.711948737868259,0.715817178331865,0.648123342330885,0.552727878970132,0.59409596254424,0.63668168248208,0.777379975313305,0.693639074180674,0.646414198360292,0.67078223756625,0.615918327890651,0.648772385526678,0.663340920149671,0.675528567720163,0.691031004564166,0.823700731351272,0.670661101955533,0.624253249279108,0.674723122558982,0.64805595567776,0.57362525768558,0.609817480549689,0.693670180064716,0.692521397811401,0.620135622392269,0.622077909950192,0.460156222363133,0.57536740933134,0.565552443863335,0.538195319303012,0.694720493528039,0.491936309741184,0.485784155897552,0.580023064418231,0.569266411692608,0.643364097634519,0.611521418281951,0.725933817197718,0.575890076998557
cg08413469,0.0218704792273916,0.0169431223180074,0.0220582867837638,0.0208568223245925,0.0184460528714143,0.0193763138852396,0.0189955807560053,0.0176026149581119,0.0204865555405214,0.0232292759829878,0.016213526123715,0.0182315884473082,0.0183879497413595,0.0183770042699912,0.0237182627254789,0.0192438176472318,0.0259998534988631,0.0196964767460279,0.0212383049529013,0.0226494840360264,0.0240236296286749,0.0184371013922496,0.0185498055660876,0.0205555524044701,0.0156231267731497,0.0183348593811052,0.0223849981002558,0.0277192512463365,0.0236512634161981,0.0156680443037319,0.0120202946335121,0.0208287511549566,0.0143950594066985,0.0151269469420801,0.0185619853106882,0.0146312797600369,0.0144007353970147,0.0157369277833078,0.0111654569070895,0.0135420576641202
cg19514928,0.0640787926437218,0.0489979811781276,0.0543162140753792,0.042687087912852,0.0503323274686938,0.0450821749089589,0.0440889442481036,0.0537249953212164,0.0624029411213675,0.0539057077863132,0.0511035755703126,0.0436106625072342,0.0511393938022674,0.0548889903594817,0.0595643020949232,0.0525992851901508,0.0718176867683004,0.0516048864686905,0.0457795174934206,0.0592583691677815,0.0543326319053501,0.0429967574346477,0.057628232314088,0.0399060666359471,0.0495467233344159,0.0535604332237442,0.0534162362532393,0.0454602357168767,0.0452079499305382,0.0347814225433677,0.0345826137041544,0.046634689686341,0.051341662207838,0.0488608110502494,0.0385612729904419,0.0374006418833903,0.0481026569673684,0.0439410489744534,0.0398591892203042,0.0481659126644123
cg05675373,0.0463354377191693,0.0535189533146436,0.0392896706608301,0.0496711695576181,0.0416052727201549,0.0338340400566384,0.0368263631317668,0.0491682815044141,0.0385151362449819,0.021591486250763,0.0649928314439295,0.0581719873321546,0.0598913111449181,0.0587300791048921,0.0491381206404205,0.0484149517098251,0.0544614489022334,0.0554879493046063,0.045477075046699,0.0624876129266698,0.0387560804698936,0.0569670951146252,0.0749204956633034,0.0842975697813054,0.100776817401712,0.0721176442572119,0.0611138096447349,0.0445549717779127,0.0693833779994031,0.0375391906559086,0.0641104481160015,0.0554976555039302,0.0525727335413679,0.0638566859736454,0.0461707319302805,0.0442448755302667,0.0170166130735497,0.0346173771138348,0.0320778646461896,0.0240975842843084
cg10045881,0.666408794250035,0.717635853302924,0.611969598023224,0.586703823738409,0.67081964570552,0.668707567771356,0.657441067759404,0.709055924949078,0.641750464200327,0.630780559334248,0.683292873647431,0.612207776612678,0.629089258635431,0.668190953231718,0.665142912331093,0.624864488854338,0.695399899057113,0.653253858632233,0.676478809982647,0.658729038906462,0.623880607865283,0.545654864568009,0.581897073306922,0.727790566417551,0.568018885321478,0.649856952627104,0.610397324528502,0.507965603535717,0.621222387389557,0.588470868230032,0.629660240922045,0.598797426403579,0.754689923099399,0.705358985896003,0.545644165430042,0.728655997562469,0.658173843167813,0.673751605585336,0.639416190751813,0.739458959172874
cg18031008,0.0180387592311177,0.0210366829699293,0.0180803557432412,0.0193785783631374,0.0189544933579014,0.0221617397290088,0.0187863328860861,0.016418254180613,0.0256306673358234,0.0176771727205208,0.0130841144530678,0.0164818497749705,0.0183283460921656,0.0209925638931743,0.0169082818638871,0.0165264199795096,0.0160764025357659,0.0155500985682084,0.0144696946233248,0.0151551604558614,0.0178025969684361,0.0249404566897533,0.0226767087268838,0.0136253018009793,0.0145768538451748,0.0164078457205417,0.0140749003808673,0.0217503356905018,0.0172643466322535,0.0179793690803046,0.0131971417736753,0.0158597370126555,0.014156550309122,0.0139512702518499,0.0174787327764121,0.0145465564420325,0.0187175497005453,0.0154965975214032,0.0177137960457614,0.0124541363251255
cg07337598,0.894459881234439,0.851926193726143,0.842088449458354,0.86011691397378,0.933941590835159,0.939657992558381,0.862247296112416,0.838374743811563,0.852161074322977,0.883095817334149,0.803174195107889,0.877881392090328,0.79779018502127,0.892245102900562,0.837933612333103,0.849364364910816,0.891703796246513,0.86381091403617,0.852290683736078,0.920622775984312,0.844657696949911,0.849732787352812,0.873091128120654,0.83844370784327,0.878289719657801,0.885493797780136,0.832042982486327,0.912453769740828,0.857378516651988,0.912661950965459,0.907032157659877,0.894539022895568,0.842398188180976,0.879811848485954,0.848893892358646,0.847203142323993,0.937653572581677,0.896086968225617,0.8648100715411,0.945009610492782
cg16168311,0.139986406370461,0.0755228374177851,0.0696416625953148,0.0762579915344864,0.119333863854577,0.0530953843591384,0.0634352711217854,0.115173473069464,0.0985582600164847,0.0695486980851587,0.0804617374394912,0.0905424205910589,0.0704127853810804,0.125950974477564,0.0794612204906873,0.0767484962546454,0.0909988958990656,0.102242623149621,0.107336540525624,0.0891682237962161,0.0730654280044002,0.0907190838838841,0.0806316416511903,0.147249234567933,0.0729598144985764,0.0621474215886657,0.0936438142794579,0.0860856498412196,0.0706571828534115,0.100992966294648,0.057282420779307,0.0647985134007037,0.0737430618117353,0.0812583037132243,0.0898629131499608,0.111751591760569,0.0639816959310413,0.062901964815785,0.056762817784854,0.0739424673784975
cg01459453,0.878135835983496,0.782947996649907,0.828062910893092,0.950969661424832,0.905789488246406,0.751414713677223,0.777551818357144,0.949716813416132,0.686688234879833,0.853674171165802,0.860125347449161,0.860234058377643,0.879025252319246,0.820286129221624,0.859502046914909,0.737407101704146,0.86098296468037,0.77768891495085,0.783606474046973,0.870582119238542,0.9239553748778,0.738477223343467,0.812206417836107,0.870160095070789,0.747110797832073,0.892211315898404,0.773288177305407,0.936656546266722,0.832823797386631,0.946729498355078,0.793359632373013,0.79718996286859,0.880418700336555,0.863223390242517,0.86231857826443,0.904570656302492,0.77065700653554,0.802456463168534,0.907532652056562,0.814684303275423
cg02275294,0.0715124036536836,0.06772667006623,0.0518308694392251,0.0394705012384858,0.0800245929607826,0.0614446828719726,0.0952307229084001,0.0749127453135541,0.0684447882251671,0.102153073843272,0.0878789839111179,0.0493295950507783,0.0593750180993625,0.105202807341012,0.0749161446429105,0.0603086390309259,0.0662163531205647,0.107826374921094,0.0850525214894564,0.0819247673082873,0.0616103560758596,0.0663324549010454,0.0583677603597429,0.110550555010365,0.040063786329498,0.090750750316796,0.0755291389917143,0.0471398652150372,0.0428251252158628,0.0911435937240117,0.0663253843850102,0.0791991898417721,0.126119902329641,0.0664272869459724,0.0614526217011923,0.0558551076292871,0.0831606652105878,0.0533371213605206,0.0583951921968101,0.0476668550690259
cg21870884,0.222829451663189,0.203000019015797,0.214616243313419,0.164965432058938,0.231756941567308,0.14762379851777,0.248423983825515,0.203465301791544,0.187532570699309,0.263843797491562,0.226286779165005,0.206477339751788,0.190877845549907,0.295275354143904,0.220546205443467,0.197043437506165,0.200106196647857,0.244548975640217,0.208945150047474,0.22477110284234,0.218996940363372,0.194437096310062,0.178726536370722,0.249986665686822,0.21520103351049,0.238099564159093,0.238386940198884,0.211408915748652,0.147500887859197,0.249040473293979,0.20678242668773,0.252217054730432,0.247830068864141,0.206297152020443,0.238280835950516,0.125793551547038,0.260985957534993,0.195994849379816,0.170309486069932,0.215980042854644
cg15262928,0.0152038096423251,0.013122151466603,0.0119626013901089,0.0122798500186917,0.0131162266336688,0.011500520565058,0.0179817228562925,0.0109958926476618,0.0143242901634588,0.0136098093018578,0.0149652276073546,0.0136453256134098,0.0104461109397393,0.0144125376447561,0.0181441321886407,0.0136704779775092,0.0140311179709636,0.0123701399925523,0.0182254822059354,0.0117992283043298,0.0200927889669458,0.0121323190356231,0.0142876834366825,0.0177177533612114,0.0179562862601164,0.0154603316999282,0.012791530029868,0.0218654942538291,0.0149282851700148,0.0170277240990217,0.0123824532529978,0.0159856544002659,0.00947141681624336,0.0214699358164378,0.0122059131875303,0.0131219251475233,0.00952982253268453,0.0132754877922762,0.00934441101688213,0.00906363420573562
cg24450312,0.0348626299312918,0.0395334854163359,0.0190958574745508,0.0174020565314927,0.0180825463406695,0.0179853357171258,0.0214995286779434,0.0171776620737151,0.0162436278587745,0.0199062145339512,0.0150315368466162,0.0177271648809918,0.0150919217485325,0.0261102774530417,0.0199739218359557,0.0215715504621423,0.0323750589948974,0.0249914603667343,0.0304564578105265,0.0234106803232345,0.0194278804052747,0.0227098863736711,0.0300424663783596,0.0385648647923211,0.0183167305741451,0.0146250681088333,0.0179079436824065,0.027737967547204,0.0246336632669376,0.0201105444127639,0.0200548903413825,0.0139880277996773,0.018544353418419,0.0160819593763931,0.0203618067909536,0.0210578644547866,0.020005873789914,0.0198695290043981,0.0183596535742865,0.0139184796628596
cg09885951,0.0153958842148243,0.0146270067820453,0.00941881668004829,0.0220874700681791,0.0163669664797717,0.0199376723752014,0.0143117981268892,0.0347376332518012,0.0156068308360241,0.0113798042808377,0.0152466553793878,0.0165169345472545,0.0148825700016176,0.0131982045359166,0.0239363001026721,0.0139534584466802,0.014663002273844,0.0157875207857342,0.0166558933026642,0.0168936263197515,0.0176526760955628,0.0158192848322979,0.0128551505027067,0.018992351571294,0.0193931935280516,0.0149409717344145,0.023794437406543,0.0127574501204873,0.0850959300475636,0.0198719317616823,0.0162136562176029,0.0125435602873561,0.0158207874530174,0.0142322706973891,0.0124389223908841,0.0163235052830722,0.0125944220221015,0.284442994869961,0.278352744002447,0.0116698886671857
cg27202708,0.386633576717049,0.252927544057912,0.192983408725421,0.47721272842537,0.255696122795501,0.304328298909644,0.422317932867266,0.380825122113201,0.195911030378966,0.44682329694789,0.213271980940891,0.391266791596896,0.460695000294273,0.359791268542038,0.352532458134308,0.254846720895905,0.274029162446097,0.390230072151198,0.310312329059188,0.344140478077688,0.287386238652149,0.271845081190328,0.231113352757628,0.402449873767923,0.283708156778532,0.365085468465766,0.239056204034503,0.221288576058581,0.362730335197272,0.480003121770371,0.305684135045659,0.451675129113473,0.309283912496918,0.316526434182238,0.179475204622925,0.363806936598546,0.372932864492773,0.256777651806407,0.413909855696195,0.357662673241037
cg26043391,0.0284631264077643,0.0367059155919238,0.0276777507828668,0.0429364029426366,0.0313827557571177,0.0386276731189971,0.0344268156500164,0.0316695749078344,0.0393815713033943,0.0462591892098133,0.0396583361702967,0.0324610535761906,0.0308137146682194,0.0410794613122647,0.0403249627940917,0.0453788511344783,0.0427492533164276,0.0355502204731535,0.05301492599557,0.0368021205796752,0.0279994644094733,0.0294259139076198,0.036662025362138,0.0349520886525621,0.0254503859818531,0.0332090353652684,0.0360909357581127,0.0397060806145636,0.0397283002248822,0.0271443241159088,0.0250733418691355,0.0311292190994091,0.0337043542261436,0.0215915244434823,0.0633764048037423,0.03835700161991,0.0379660865375001,0.0330536251285738,0.0443177735838771,0.0283283608851893
cg09809672,0.628581241662965,0.53176530668039,0.605254585494337,0.545782407426128,0.641861227331775,0.654871707128044,0.567965345035759,0.709025619901089,0.612507937847732,0.550080297833981,0.610909618556714,0.579180673188506,0.566686053607337,0.550006549129769,0.669543043196085,0.511261120137017,0.308608971031237,0.628024577547594,0.65605972005557,0.60598838614934,0.608702844745317,0.586416086252574,0.53476974134094,0.464255146924126,0.515309032265742,0.515940157769453,0.531900121135688,0.646344501895876,0.622156996329594,0.692499982114601,0.63083291065341,0.474882319422017,0.676552431254927,0.484736742157851,0.516158238736007,0.52971351158945,0.629490360123737,0.502192877631547,0.702186687247894,0.674274581075507
cg11314684,0.393921663796542,0.338264397846029,0.43914645646173,0.292268176900528,0.453402888547142,0.410195559640335,0.327285705854556,0.394146982955683,0.425001019196631,0.41813694979625,0.447883597955459,0.439357119922891,0.382758697632354,0.381152405097544,0.471319004088526,0.460641904143785,0.339072300298074,0.432465848211357,0.402580608451649,0.413175968661546,0.417889966441297,0.418400093412281,0.372227969479124,0.424865525713201,0.438612166699001,0.430787229066036,0.387825733455118,0.343140288061562,0.449748992272499,0.43551706772708,0.370992570458703,0.386549438217603,0.419371500621729,0.428184237247444,0.329351908078692,0.415971716546325,0.486720267812511,0.457023715389233,0.466242154706106,0.49780613576446
cg25657834,0.109777247153927,0.0591485208365035,0.10924389078999,0.0490952098382282,0.0597968689013613,0.0646361366002428,0.0797661717116239,0.0675996968833074,0.0464962430411593,0.0532773239374118,0.128396617234114,0.105889319290199,0.0475223704933714,0.0763999446862643,0.118075757737703,0.0535626448218869,0.0417687711600053,0.0561621748029582,0.0701797345529201,0.0724499162692791,0.0717007120510522,0.0486989747017108,0.114665911887072,0.0647227492054138,0.0589887643797894,0.06868653527306,0.070432268106159,0.0567201074261945,0.0710945638732147,0.0445748788887798,0.0848277653606549,0.133612122615489,0.0655939803390969,0.102868330777899,0.0500678343541869,0.0570438624624465,0.0286110621272415,0.0366954611118957,0.0514812651777092,0.0590098765899201
cg08030082,0.616192144413008,0.51607061064585,0.529230392695479,0.484751954518618,0.543622665078072,0.490831465280357,0.537655707337826,0.586984504086864,0.546263950612631,0.563169840553464,0.553451143274887,0.517512457545247,0.498888598989469,0.53838446126267,0.539781724518126,0.590553232344829,0.55138342576721,0.59357672627038,0.60106496897897,0.532330616083549,0.532664228659912,0.486136327396195,0.58762620965403,0.539956512983247,0.485819317227254,0.559533843911723,0.506049151990944,0.561873953171768,0.504060269121287,0.585099420152725,0.562100097421514,0.532998784685869,0.537586279238652,0.509129816155314,0.482640809739496,0.512438741072224,0.667514885361553,0.590391747020278,0.542787586740321,0.64470228501597
cg14424579,0.00973849452219098,0.0102285744735569,0.0115953854540363,0.00872759142565479,0.00732625231949208,0.00844769361487374,0.00923415093173849,0.00810672674110199,0.0104109147410909,0.00820947699905253,0.00749692967459238,0.0083554787424249,0.00958404699686543,0.00774780592812922,0.0119422184015504,0.00912617927819454,0.00811256359778507,0.0151483107287026,0.0101677408138647,0.00832545234545887,0.00871913869272569,0.011066260106688,0.00920321304370139,0.00973811125098177,0.00933952501495847,0.00706727939941184,0.0097301081067839,0.012490982381263,0.00921008082565975,0.00952705428071879,0.00872860694205828,0.0104410605311671,0.00943565196116967,0.00943271667852711,0.0087340266759969,0.00715233849628217,0.00554361035615218,0.00971624822772854,0.00851826438588726,0.00731271813129365
cg12351433,0.233008201409234,0.185647783802304,0.184262404687617,0.184525164325629,0.247577037264874,0.175381621107082,0.270343336511902,0.233406248876449,0.259004886894613,0.299628706377975,0.203412964086935,0.246394125081825,0.247572685530415,0.268452865182703,0.183261266356776,0.23402562819687,0.236819591967875,0.218592528385054,0.196458574674483,0.238375901905207,0.290378067660826,0.172317308346247,0.253014140733954,0.253834021103214,0.148248733221821,0.199699754911879,0.240964809334984,0.234178326835224,0.185961861389566,0.236134498551584,0.218574803826559,0.193907083556857,0.292060049122365,0.17433809920988,0.223705184798501,0.21555507482843,0.203389401291891,0.236550701695858,0.190617597190165,0.237138358708188
cg19273182,0.0306959021056852,0.0262112945364687,0.0258391908584678,0.0258350554887488,0.0272279769353913,0.0238845876161556,0.0249979986299948,0.0277341962242208,0.0282705437695782,0.0223713394150284,0.026361598056972,0.023121296692206,0.0226693007410288,0.0304582008119338,0.0199651312898362,0.0318090740230249,0.0289046144156675,0.0268257699287703,0.0242801949346714,0.0263185441098686,0.0418026234892795,0.0307929758274209,0.0278047436175501,0.03792159244454,0.0351638711062313,0.0376136850111608,0.0328387346278768,0.0289149495025294,0.0277015040113106,0.035363395679318,0.0307561649317345,0.035008132807693,0.0363147718914029,0.0361700380507466,0.0229820208665431,0.0237519558757488,0.0236080334863469,0.0242277571881768,0.0256529029093606,0.0288416910743309
cg02154074,0.091021123727513,0.0719220975402587,0.0709011547480739,0.0697603445654499,0.101672211717383,0.0671244310801025,0.111479025382273,0.0670886156033124,0.0609331318149657,0.0799024682825893,0.0986275737525834,0.0541999334664297,0.0903624133150369,0.0948435349273364,0.0582608758711187,0.0877995601411976,0.137618622503715,0.0660788915188438,0.0897242771876212,0.0670842673292938,0.0688637159750459,0.0629611330666292,0.0994432243401975,0.0793455613582886,0.0969509745870634,0.0637478847972338,0.0430204112357936,0.0592163009136496,0.117906420163583,0.0590653970000544,0.116211492682279,0.0765486194493671,0.0723486625250727,0.103850984934113,0.0806555224599287,0.0731737761916757,0.052999234305464,0.0737954845485623,0.118671572844384,0.0904971825783288
cg01968178,0.0579369467384475,0.0745496968962236,0.0636990327623792,0.0528840365987052,0.0568784129368479,0.0538430091872248,0.0636041724408243,0.0432447988661822,0.0476089621417078,0.0596226728096203,0.0583538517323561,0.0453498340379668,0.0627315151014116,0.0867574345231782,0.0558837000698194,0.0553531548310777,0.057741626653294,0.0618059160788663,0.0821770742283171,0.0685821191549751,0.0550555822953176,0.0711338600721571,0.0496310289687689,0.072287589567818,0.0387984839792274,0.0724874068580315,0.0579012969328472,0.0754888562754861,0.054338869993527,0.0628289798370991,0.0474160683163786,0.0507135700779405,0.0589408639034735,0.0525378388911322,0.0850862246471759,0.0371421894099503,0.0591251075313266,0.0514741205110397,0.0465124192868457,0.0497503536015862
