ProbeID,GSM2808248,GSM2808249,GSM2808250,GSM2808251,GSM2808252,GSM2808253,GSM2808254,GSM2808255,GSM2808256,GSM2808257,GSM2808239,GSM2808258,GSM2808259,GSM2808260,GSM2808261,GSM2808262,GSM2808263,GSM2808264,GSM2808265,GSM2808266,GSM2808267,GSM2808240,GSM2808268,GSM2808269,GSM2808270,GSM2808271,GSM2808272,GSM2808273,GSM2808274,GSM2808275,GSM2808276,GSM2808277,GSM2808241,GSM2808278,GSM2808279,GSM2808280,GSM2808281,GSM2808282,GSM2808283,GSM2808284,GSM2808285,GSM2808286,GSM2808242,GSM2808243,GSM2808244,GSM2808245,GSM2808246,GSM2808247
cg08413469,0.0198871150826674,0.0177507071271902,0.0216206112714742,0.0297373956925312,0.0290407822077746,0.0263843403567367,0.025532948714207,0.0227993948314938,0.0257224527939816,0.028764168336051,0.0341371887618542,0.0281044054495032,0.0239657502060849,0.0255273776929096,0.0240840893047983,0.0271929478727209,0.0213448567486932,0.0240587939145973,0.0178464642326032,0.0273471803623844,0.0211285190864177,0.0306782182877597,0.0297872935583968,0.0210133720697207,0.0282277767100809,0.0185322191741848,0.0188214933497703,0.0250115314447578,0.0303443722394545,0.0331904076368223,0.0186215437846862,0.0282570685417366,0.0248689145789386,0.0270910189198579,0.0162370821528309,0.0281276656109978,0.0200235384559966,0.0240808923424686,0.0189498065443547,0.0195152112550138,0.0163747005855167,0.021952154964602,0.0214597983756757,0.0254869217385916,0.0317700762533535,0.0214440840512417,0.0436312480744128,0.0265285539696201
cg19514928,0.0811137839121545,0.0633375564688403,0.0713779576866317,0.0991524519181105,0.0681219550381974,0.0795438214301006,0.0968223139787808,0.0602034920899137,0.0705328741453529,0.0640711268829215,0.0813940528110322,0.0750727940250359,0.0676956270933209,0.0736823393741542,0.0592565565888359,0.0796738185531125,0.0693277103868287,0.0655832781677188,0.0561389944191667,0.0791243159376951,0.0711674297718216,0.0849329411569882,0.0650072260287663,0.0589240875270797,0.0918546535980626,0.0796388813817386,0.0674563747905246,0.0857907828855105,0.0520421442462735,0.0625462059557208,0.0684396736455116,0.0814630269504488,0.0628957670253172,0.0609829107888188,0.0713383160840139,0.0824885007111668,0.0694022613233179,0.065346157453414,0.0549048423196492,0.0796882033301374,0.0629383720393251,0.0809438898238736,0.0703158947464609,0.0694757827981987,0.0748921786435204,0.0585392285044727,0.0882009351536968,0.0613910567471594
cg05675373,0.138414856242598,0.0938790631741314,0.0875113944373012,0.106268075809938,0.0896212201691347,0.0961872338575346,0.122981022279801,0.100989036255851,0.0797669055918005,0.114701123599975,0.0751551971385617,0.116689558289107,0.11758303724841,0.14452561950156,0.108158918069922,0.0678875464683119,0.0911490990386266,0.106731586489627,0.0901063945564795,0.0888668677074209,0.0877046262583108,0.0902858915414679,0.0853896646436559,0.109306216036729,0.0947993153207492,0.128602918653017,0.112729117261526,0.105453951394582,0.100131441774161,0.0851695972292251,0.0827881784209071,0.0725637986477432,0.118753356067698,0.126748828367032,0.0853553187959128,0.0994689583042143,0.0766976631982195,0.0774284447540789,0.127256313345776,0.0785353994372677,0.0807135478371375,0.0579678551657912,0.090728278126994,0.0662294627061909,0.086749506838853,0.0939548136253953,0.0725709051010588,0.075263127990132
cg10045881,0.5718759114336,0.662296736007653,0.690690325727205,0.694734631311442,0.673127717204277,0.608870820275588,0.653934843144851,0.584313620534991,0.712733250444384,0.664708770352426,0.725230014893566,0.628589483733887,0.59562217792717,0.717598484630858,0.692840688140773,0.651975026686257,0.649821860606633,0.548957067030907,0.685552786944061,0.705748947396716,0.606992541626805,0.693732224417581,0.668425159199864,0.688033653235235,0.757509121159192,0.700569197820737,0.689766945991838,0.668167472506514,0.567912790242143,0.656681726387206,0.675783813967972,0.669825142884762,0.63929597732253,0.651111406517157,0.65437346630842,0.68788709989052,0.726829480473521,0.649453696396915,0.651011167478817,0.640545216055766,0.634075443466795,0.705597189054245,0.680896153798338,0.612882310083729,0.653258268649855,0.656045917664653,0.678353963424676,0.711768533530757
cg18031008,0.029661052863799,0.0284645784306201,0.0344194522476945,0.0319209001393068,0.0283200440084668,0.0340058459369318,0.0347373851525487,0.0246643673364268,0.0300005095450435,0.0371926642006485,0.0315767282617646,0.0342208628630864,0.0385111349111379,0.0264998893702856,0.0329597782426853,0.0225593807459798,0.0410216057166726,0.03296784818341,0.0359221195055033,0.0284512705073782,0.0333071779124453,0.0326637262428195,0.0359880278477479,0.0291721664674742,0.0315490989576005,0.0271763308272204,0.0281978207794835,0.0325398649510189,0.0265032558155981,0.0376282204217613,0.0288756976987568,0.0235355438066089,0.0327596616725595,0.0265149582758093,0.0199990911029367,0.0246544751044087,0.0321822954703453,0.0273775349613059,0.030477889537564,0.0291663914812188,0.0267102039150712,0.0331087249192017,0.0342361555014813,0.0238161778537685,0.0361136363716397,0.028687154917449,0.0319276740846677,0.040009119777656
cg07337598,0.895389739928414,0.786112144612259,0.864031109659038,0.839251326642069,0.823608712505557,0.826777738122292,0.801779172494056,0.845838524424849,0.889626450172042,0.850285292757737,0.845997266964793,0.858449529124848,0.822697553282527,0.853653567354299,0.82862388830609,0.845489014215675,0.886611316270759,0.856070785404631,0.834167192846587,0.870223459992665,0.862445129730195,0.841582645412166,0.864250956109095,0.843628267713232,0.841115790106797,0.850461559905052,0.845914024852231,0.870168031955405,0.870013434296024,0.859062333085648,0.776196666610976,0.786401116029629,0.868924297505155,0.838175428948062,0.839101529362954,0.830101622992771,0.83754171892049,0.868644112590021,0.841009740623047,0.832865790997696,0.859555607016164,0.837243021341336,0.904932919059402,0.863922609320439,0.854548988125713,0.912925262396708,0.803048896152997,0.851060262644627
cg16168311,0.214408924305485,0.169092862992706,0.187909261361513,0.18974193628656,0.229151305407778,0.218472834034339,0.236762238006203,0.22801510450561,0.186839101996823,0.191233551264235,0.187893330700474,0.213118685851501,0.227592983500512,0.226284941398518,0.25174016089333,0.200362961263804,0.139559106154382,0.236876486957257,0.236363520674341,0.214770143438857,0.203995169727405,0.16516237743179,0.201741025839547,0.17534897531546,0.218722923581475,0.202169984837114,0.20479796794105,0.2171136723245,0.202201642164976,0.204078055074823,0.230313868189316,0.214142609838172,0.2002578392601,0.22318798449263,0.200309442736771,0.219922310661017,0.208411620726956,0.232244268827919,0.210961972482281,0.232088876881466,0.211575039131769,0.198663929477862,0.18760062410459,0.178550320591582,0.145654739709733,0.153748290561724,0.193853023540803,0.194418939271413
cg01459453,0.897920262351922,0.969807585619364,0.976487684582284,0.973995683478234,0.977876078633727,0.926184897605607,0.943335289530649,0.861512933520287,0.896156317969522,0.877167074870952,0.912706201270081,0.975797747323268,0.975523413618629,0.96736984855134,0.880846577554073,0.907263260059825,0.980446788722432,0.98282356447316,0.982726930391052,0.960148620135112,0.940575434653484,0.986952121885802,0.986259459943646,0.980807856211541,0.978721672521935,0.919077580206227,0.981827787881418,0.932965306950627,0.977149383114668,0.849947695551723,0.838352126723446,0.980664371131246,0.95621058409279,0.814818425266529,0.984102108479275,0.941756415306703,0.966358849728804,0.888136379911291,0.976428084030599,0.897380687143464,0.913973553027468,0.865377322954558,0.977193585487152,0.922073757573246,0.949163884043447,0.979089974677604,0.947819072577484,0.979822217851714
cg02275294,0.040827603774394,0.061428584262352,0.0715837930644856,0.065394300560196,0.078594163514885,0.104480319389898,0.0744981404787586,0.0601661701401838,0.0991731621566366,0.0775732992371251,0.0705405690671124,0.0907396916032812,0.0721249714320988,0.0613373748239219,0.123792492193095,0.0882346100450929,0.0817613998971253,0.0782508176677322,0.0610636645771854,0.137229803219815,0.1048418857935,0.0756444336516517,0.0817515531621456,0.0806427642416573,0.0842341264596933,0.081390640395431,0.046732854678222,0.103245978318374,0.0789326384581734,0.0933565301089955,0.082917507122037,0.0948441609698895,0.0808122072800904,0.0748727379697545,0.080326653905063,0.0974280520686311,0.110197086367674,0.0553920541533283,0.0530431881453879,0.117747937127812,0.0826818624921989,0.102860138422282,0.0753362082483608,0.0783586218430896,0.0492032529004652,0.0537705585475058,0.0839644590152219,0.0796952651492201
cg21870884,0.182404015131021,0.153746371172362,0.245258509268265,0.225560121488141,0.24178139097269,0.212450451599184,0.22835707113347,0.167875345723933,0.203382250388452,0.177427959585114,0.211256805377934,0.162592470606807,0.156372736972811,0.217019722495382,0.213506339604529,0.242530368210704,0.168435292216794,0.226499671001409,0.155899327548418,0.227835248905806,0.274735117280357,0.269268735465974,0.185956239908817,0.246823020414782,0.21498994218781,0.151341336256214,0.14022710123308,0.26072951924783,0.184812529048502,0.201010851348489,0.172310364018355,0.222244911595693,0.198479943680105,0.17614224653556,0.210724451191477,0.236390410036863,0.133466936413786,0.208634508430112,0.181388885076049,0.205791721166199,0.19593397086859,0.272755309310673,0.154974614774331,0.217684796190751,0.159278683949381,0.129374124783809,0.247299254901604,0.169616431257219
cg15262928,0.0187633327795102,0.0190067593160887,0.0179659952017334,0.0255631749874242,0.0310551874123822,0.0249786536049989,0.0270356136508334,0.0149295175099012,0.0151013356339591,0.0286721003414358,0.0181392783434893,0.0249876089169869,0.0228001275798706,0.0203813831287317,0.02144859966725,0.0197986035839971,0.022068480632152,0.0194061695480077,0.0185263225597605,0.0174459885427671,0.0219596635091286,0.0195608413398932,0.0178216734442421,0.0230527038276106,0.0130277368774894,0.0162503490804728,0.0278160851039427,0.0252533834642444,0.0202170857964869,0.0204766956775246,0.0271326847920351,0.0234571099777606,0.0181824758483764,0.0190702855305827,0.0221461406549659,0.0214074139024817,0.0263392743555249,0.0206017578725815,0.0137717554816448,0.0259231286750606,0.0151240990416614,0.0188023287017533,0.0159385509900972,0.0235459657269605,0.022194150905453,0.0198202837915367,0.0288508564855603,0.0135439713194607
cg24450312,0.0489515435803547,0.0382029383978363,0.0478187377037678,0.0605017700827558,0.0524210161839004,0.0876908949547753,0.0661090106714607,0.0557673017373898,0.0490973601340019,0.0646052325461561,0.0376608749158475,0.0584002189410649,0.0795917172762165,0.0686723262033266,0.0514960126118697,0.0463896342719064,0.0357527388444894,0.0506560261486347,0.0478289012275183,0.0688785741667857,0.0440408870311143,0.035223537082568,0.0429748943836335,0.0529744007287802,0.0431091354536519,0.0443265678517351,0.0508776615469652,0.0467094151128409,0.0446904488660237,0.0355214602901531,0.0407630288522897,0.0595370749095351,0.0425291605655857,0.0547846488564401,0.0413437439495095,0.0320918028277317,0.0382039411664544,0.048083318105757,0.0445803829245233,0.0445381186592495,0.0603456645827315,0.0475574251043512,0.0262303323752956,0.0381834940081908,0.0404770399595996,0.0488009629179751,0.053908017640548,0.0385422172190752
cg09885951,0.0200140221212418,0.019160704824452,0.0167378827105356,0.0254407317719604,0.0228230436602996,0.0211087882124343,0.0231552059453779,0.0165533221770642,0.0155903798729584,0.0220903825504594,0.084752350184744,0.0193239505891035,0.0251081502746954,0.0170953484363184,0.0244507441606237,0.0189352894232279,0.0211757674304662,0.0147570844542007,0.0166908205578657,0.0193775137437098,0.0285820273947634,0.0231934473184189,0.0138951974753925,0.0152892455409689,0.0171237249686589,0.0196656685509295,0.0215366750240435,0.0223327929861756,0.0195078951887515,0.0263114112904988,0.0261373941781903,0.0206337875735816,0.0157406971472545,0.0247101568911799,0.0187797583958177,0.0243120373256618,0.0269431270321746,0.0420659253077301,0.0255404803197623,0.0226407723212129,0.0267325976143362,0.0221855518723653,0.0199044191906746,0.0332550095561374,0.0174402729752085,0.0160970235047682,0.0156050329924675,0.0251963304227879
cg27202708,0.38439262928195,0.369595361872597,0.417169083171609,0.414049750480415,0.546252035836607,0.310285890483278,0.305579428161529,0.283632018191691,0.466988738497829,0.377344662397555,0.382413789832818,0.371647276439877,0.402059294194953,0.364071951573204,0.271044348999747,0.463550083467032,0.421010137543092,0.452123067828547,0.437086404018248,0.373964085825537,0.38059622139799,0.441080297417107,0.387781983155381,0.424337735431252,0.300703131193303,0.361175057092438,0.364386199341155,0.424735510344331,0.462374321859583,0.432736030173411,0.452986826680382,0.379059867708696,0.378807917183193,0.302686256143244,0.419404564216562,0.336136683871357,0.435671714363654,0.351947942137289,0.429136475238323,0.396502087977995,0.417448849674084,0.367562047170557,0.318155198094687,0.419032209954366,0.374645183650858,0.376358210605133,0.35510084178108,0.3637424342871
cg26043391,0.0345455130730362,0.0215655224808968,0.0324580548908588,0.0338507159203483,0.0381108470220418,0.0328129941560777,0.0284171803307962,0.0265722680483859,0.0292807624408098,0.0309684976373896,0.0270265908084034,0.0351074399866893,0.0519232260732214,0.0263213004367692,0.0366702558560056,0.0262220230067091,0.0252114604750572,0.0320502650629799,0.0254323482051698,0.0313984375004283,0.0281328095038054,0.0388204484154971,0.0332842314768386,0.0227106995602596,0.0257309540010317,0.0288028453563474,0.0622371246347986,0.0338010269785196,0.0290745628669738,0.0325589605070871,0.0375370456958605,0.0286293806486289,0.032440596787829,0.0344898898268904,0.0218306266060204,0.0399927611683881,0.0296564388947847,0.0323056305247505,0.0275544344902613,0.0349781578607481,0.0337976182437957,0.0376949739708748,0.026435322124952,0.0309330882625814,0.0334320110943567,0.0326467125121382,0.0281940840901882,0.0268423302193755
cg09809672,0.65816817978052,0.770577371139005,0.726345685998307,0.703016623299416,0.75157471218109,0.674610924678137,0.761488258893879,0.687730807602825,0.766097390372517,0.707851393843321,0.714734888123495,0.742452456622506,0.644315490290556,0.645241385922829,0.842489578067757,0.755364851587979,0.764907744037497,0.73169461222227,0.794221804993649,0.747485071258155,0.75434271662389,0.686993064584307,0.67102316429782,0.663718037857074,0.706002905566378,0.72344646570671,0.734806514846638,0.759955003239729,0.797361397786506,0.677532495616197,0.674252080122445,0.774682972989831,0.696700362819233,0.684472466131296,0.725081083414133,0.758198471925843,0.766665447210491,0.69908449471479,0.68672957337009,0.746454002165252,0.723345477678174,0.785262125203618,0.701057192685628,0.664900698803235,0.710089494837095,0.78706180891362,0.769025887564365,0.811040469532095
cg11314684,0.345588808710966,0.406306135095595,0.408556883223309,0.448761444095478,0.414372893867035,0.48585686337894,0.435793831042708,0.446160716417249,0.471128180476085,0.453449316592547,0.437809246227533,0.429272081648265,0.386989594628549,0.420690842886249,0.476915745852097,0.440020252493856,0.397613614600985,0.433283634619586,0.429704026710976,0.477818510954815,0.440739621891888,0.433856567741367,0.42688946039018,0.455681335295989,0.453517884531379,0.470721292416649,0.401289547316068,0.454904259409816,0.404908563998678,0.516773179463776,0.46913501440956,0.503306800946845,0.434817296398289,0.44327899244648,0.461871032033401,0.473400021127405,0.434396417746754,0.446950080926033,0.460599648735063,0.427178782002801,0.426002535288976,0.436765105681313,0.39765453911757,0.492729655058894,0.441299364074993,0.405028113572598,0.481225426624766,0.430939069653119
