ProbeID,GSM1920450,GSM1920411,GSM1920405,GSM1920406,GSM1920407,GSM1920408,GSM1920415,GSM1920447,GSM1920448,GSM1920413,GSM1920423,GSM1920452,GSM1920410,GSM1920412,GSM1920414,GSM1920416,GSM1920417,GSM1920418,GSM1920419,GSM1920422,GSM1920409,GSM1920451,GSM1920454,GSM1920456,GSM1920449,GSM1920420,GSM1920453
cg06493994,0.104196692665209,0.064525424373245,0.0696241304811008,0.0865633156881811,0.118072642863322,0.123400144234815,0.152740833760584,0.153674824401304,0.12503626428113,0.109131611131672,0.160701266630487,0.126509749769759,0.104561430455424,0.0791486827724857,0.0903918378336489,0.104489058337437,0.132909934096067,0.19023624584488,0.0907935804032046,0.137062591197041,0.0848904008139986,0.116917304721365,0.0939604185448533,0.178519462641688,0.085238295571437,0.0689345300202405,0.141236830336886
cg06685111,0.401497244948851,0.481236992392812,0.466486335286458,0.475684553251702,0.455516704409967,0.516534341349568,0.433478389328747,0.345360204306777,0.394948980045153,0.429596032977561,0.468067849317426,0.380116122095546,0.467938769779829,0.459508811619519,0.465949946271075,0.494424638001701,0.453855662198977,0.398007760822034,0.469369687126726,0.499569362997458,0.484534606694681,0.402769699681164,0.496790106920545,0.484084009784648,0.489155439524727,0.511409463344509,0.346918224687731
cg00486113,0.41651491411939,0.379979716331794,0.334883822819185,0.318839538732651,0.302716796296198,0.318426151385352,0.303649784279511,0.341982841351799,0.333996492696324,0.27668655838403,0.211279077373416,0.340895378961603,0.32464988242729,0.366486407555121,0.385987464263058,0.29783888370237,0.302854759518219,0.211830528370396,0.424945924027469,0.300131155861913,0.335071698039783,0.413976501369436,0.35905584502107,0.340195775847315,0.475884091112116,0.40619434250709,0.326096067116823
cg13001142,0.910783295575886,0.939071693852286,0.955511646516683,0.955795111139124,0.938266136519311,0.93104181250228,0.909766583160882,0.852978987727056,0.868173543165916,0.922459564147308,0.919604933189236,0.882024796325874,0.927357827116211,0.914881346861561,0.960400815369271,0.905552719813649,0.909507276263863,0.698111781592288,0.935353207130062,0.913354368056335,0.909971827433263,0.921101451379083,0.942310863902748,0.958483482243769,0.93855609789235,0.933052153039833,0.782969862627304
cg20426994,0.0539309663315278,0.0401276150114995,0.0380945544882425,0.0269395451716864,0.0524454531525309,0.0794355735547606,0.0639321009463018,0.0965816020216473,0.0791602984376602,0.0449496424137268,0.0663548948088432,0.0529611172358435,0.0697646982761437,0.0357962630044796,0.0432562352918272,0.0494761103835073,0.0430747878269452,0.0997376618456476,0.0362636219344859,0.0693872291624349,0.0421146961933839,0.0435454392673433,0.055077233523633,0.0850247907365337,0.0546345774592247,0.036883503610968,0.0833900839368212
cg14361627,0.0407700986995512,0.0408589585783888,0.0507277413386727,0.0514137967748196,0.0453880970384563,0.0710259342127937,0.0536320693409089,0.214688271207742,0.0901526972055487,0.0469539153916191,0.0964765872579593,0.0800651947933684,0.0734954871567247,0.0607683619678864,0.0506010472673615,0.0696698834034948,0.0633593056816649,0.132963646399365,0.0658088023290739,0.0574009466161748,0.0512076726304513,0.0599963750383185,0.0565098811586101,0.0652574501639244,0.0479145633165564,0.0540269411002832,0.135517915768174
cg08097417,0.073647762827918,0.0465725718843299,0.0461391290662319,0.043634261091877,0.0627476928531774,0.0554837315110186,0.060571488152347,0.14956454365562,0.0695931497932217,0.0607951410193994,0.0765648927646505,0.0676526531874215,0.0593141715515397,0.054056757788862,0.0456246901583681,0.0462586452110921,0.0573879167731037,0.0985377254421044,0.0510860238243789,0.0591667677597998,0.0542657333411687,0.0595014314385494,0.0602975707162459,0.0705466957724713,0.0520489497185557,0.0659117992716545,0.0894395083558778
cg07955995,0.0200241973781667,0.015890854777826,0.0213651733944333,0.0199552763175217,0.0201943034941724,0.0189663200805107,0.0195248312353121,0.0508106292811811,0.0274528979403248,0.0268371147740357,0.0244590031521677,0.0301546954151917,0.0300740970679535,0.0212159464835966,0.0196703914028559,0.0226838667177045,0.0216777207403125,0.0333259231486623,0.0225735069397524,0.0271168502411001,0.0248587647880994,0.023718246524541,0.0164555968135499,0.0209409055491174,0.0191735764612946,0.0241331991849524,0.0316481709061631
cg22285878,0.0211114085998608,0.0190297706665887,0.0156113533995359,0.0215123221238141,0.0158371684867098,0.0210327785951834,0.0237421950982331,0.0451545761951936,0.02791938337545,0.0298839806945711,0.0241844150902933,0.025812841363803,0.0170356477051493,0.0251260981046224,0.0251868143456149,0.0181489020610602,0.0258757938801139,0.0322975070705943,0.0222407153804275,0.028741908261563,0.0273140647768894,0.0247595360521277,0.0262408431807782,0.0211137117763684,0.0185069533874914,0.0391664025053054,0.0277618853261566
cg03473532,0.96338360855488,0.967741838973844,0.980085745043829,0.972097512548317,0.973118600697538,0.956717013415172,0.94603449411433,0.861181033540402,0.969074234373498,0.955424844209642,0.885305999945267,0.921968728831918,0.961624695063305,0.968016149575788,0.974059396960504,0.971581209433113,0.969651506987013,0.882580001470613,0.971223139905408,0.922886557643131,0.974078523410195,0.953902060315922,0.973450480456371,0.946512349273366,0.973026849214433,0.96040600658862,0.879387698261493
cg08540945,0.0475284907754661,0.0184994086505298,0.0229188894575327,0.021853291564238,0.0272676161774172,0.0394049461900311,0.0471934134964615,0.0884021231537925,0.0688722661688296,0.0632953597211691,0.0832253902315623,0.0560596859376386,0.0516003968384454,0.0443872728193336,0.0383545439968318,0.0319345767410294,0.04656577599895,0.054575488841102,0.0394697127612803,0.0489869914978654,0.0618270806664133,0.0991537580806286,0.0657495722109875,0.070134973372872,0.0679909747626877,0.0927017659525989,0.114714010349223
cg07927379,0.0158892934206702,0.0156226648302927,0.0159389264607474,0.0167602350365282,0.0164761744772715,0.0163645581270248,0.0155975373410279,0.026287575350431,0.0225864554851011,0.0212271410017599,0.0202677137809171,0.0201584570232462,0.0184495561117001,0.0182007215636208,0.0156051299859646,0.0165214876221549,0.0171359313257351,0.0246950421484929,0.0172726590689736,0.0209807588527268,0.0189369837245083,0.0256401019312876,0.0177249237360956,0.0164933302819154,0.0157262404154647,0.0216299457309856,0.0271821357524627
cg16419235,0.0765004088482864,0.079344979613733,0.071033276429257,0.0847497062198893,0.103442618370054,0.13181587357251,0.141282936787012,0.137287693062226,0.0780684895224242,0.113838411477797,0.156507196972911,0.129161105727969,0.0858424082401504,0.0879036925941029,0.0788239963247571,0.0872422871390649,0.0752158815211459,0.156948842905915,0.0697251383164657,0.141455064964778,0.0776291884883599,0.0798846471007144,0.0845491890064467,0.133759080830315,0.104346834675851,0.0954344720213846,0.132155111774162
cg07583137,0.939679898935165,0.964273046646678,0.967914888478909,0.891943271220575,0.879614359832873,0.957822408607982,0.756359151122536,0.865888618386343,0.874743337734728,0.905358186665894,0.789992361553284,0.907940320577833,0.876204347123084,0.910758713077454,0.865448098228806,0.885021318523015,0.803210945152997,0.649604624517393,0.937807852385106,0.860744186099641,0.933663999499025,0.878630075084449,0.9543553982024,0.906675366657732,0.972489809064944,0.93080071717956,0.937781618427056
cg22796704,0.930474129057607,0.98515061973581,0.974363052148578,0.912156367752699,0.871070046496476,0.969730691875825,0.889250580647027,0.762702440104325,0.782852544281815,0.881478107553466,0.826700849369578,0.766740094254894,0.884424934111095,0.972257851324955,0.986214069983265,0.934893130633102,0.90310952489364,0.710574758835243,0.979870074227598,0.91881234822806,0.972205269045219,0.761651029676678,0.98433427728033,0.94734904038083,0.967452500742618,0.985895814656346,0.674336402078605
cg19935065,0.54611303915139,0.60534604410449,0.716412538450163,0.634425442968736,0.452618321780056,0.620580429134406,0.568695667583074,0.594536346720515,0.475074931783179,0.47512432166639,0.618191204924939,0.564141600052344,0.559222054459542,0.713543190672234,0.707322012409391,0.542514507430193,0.570114534043388,0.506396429156693,0.669352823520167,0.525881023088658,0.642191137234164,0.42927287159024,0.539243686108864,0.544445378478068,0.576625783156211,0.722587483974166,0.593273500336218
NA.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cg23744638,0.919461699312502,0.912300779675829,0.896683056194899,0.790081532131574,0.666595421598462,0.936785356321084,0.851272622641384,0.702794117655401,0.900997308463823,0.575396924707389,0.689405646150221,0.871566765661159,0.672176252664329,0.803020621584344,0.832629969926389,0.816444181623559,0.716346743928576,0.633932643051328,0.834312786328838,0.829858342081892,0.945100361522916,0.9067402239314,0.91672139559122,0.898452132925478,0.962623375744086,0.854735533323494,0.768893559549988
cg04940570,0.0353156245878462,0.0256978046524086,0.0231999594906233,0.0233960049979724,0.0264766017045897,0.0423461161705323,0.037207073230615,0.0826463969939319,0.0401830156957267,0.0400549099520428,0.0730436798598829,0.0460830767324466,0.0379170169583822,0.0260427716889021,0.024184745921049,0.0373126132147357,0.0315904593400906,0.0771080580661064,0.0254947701657156,0.0570795932696218,0.0282944671689197,0.0294912330223216,0.0253916317143154,0.0564529473169849,0.0296581489759644,0.0316462219750393,0.0569259745750092
cg11067179,0.913828888231795,0.839067431147486,0.928280335602887,0.908301048911344,0.94535157914458,0.805842946026974,0.847452718911532,0.945851677156163,0.833220295527752,0.876608183612587,0.875104874744334,0.921255372518976,0.919606034464476,0.876111475811401,0.879670948771488,0.946768616133059,0.912931564998398,0.935872112613914,0.923295393523348,0.830973655032598,0.85583885713927,0.915072934514697,0.824445298043135,0.799513822208621,0.777118422646833,0.882169481810972,0.913947833249669
cg22213242,0.84429885305174,0.844359119572854,0.915761655278289,0.875714969341093,0.925254133542837,0.807654943811197,0.856602731862192,0.866707133175895,0.799846033994717,0.849309789696832,0.856001500063209,0.893595661894895,0.901730088918798,0.84602541006338,0.859401760357471,0.889831345907728,0.888109283507936,0.898314586465944,0.880810820522616,0.83060652130169,0.828634421793341,0.863261806082133,0.83032834513722,0.819034538841019,0.793664499674019,0.897479528873389,0.894720292098382
cg06419846,0.916714601827026,0.862588269533344,0.943960499431193,0.914272020134064,0.970304446715865,0.80663027649891,0.854949891828568,0.941160174167555,0.828099807293777,0.88890312611994,0.88959911409094,0.9245015614307,0.946230298287951,0.911364595955071,0.912341197402681,0.952297802834601,0.949984743430233,0.951734730035555,0.921010919381046,0.816516242778367,0.871754163101145,0.915471621755872,0.856658823581883,0.839337856458378,0.808206484377271,0.91954754634454,0.932624771653073
cg02046143,0.414428246704224,0.576211379424097,0.526689769321415,0.364755922020033,0.373010620122976,0.569743369601382,0.372216896099733,0.246405712089264,0.406530690891723,0.431834701982678,0.278850380741417,0.43689979227757,0.444208864721091,0.357935467677214,0.489036089516002,0.419884523138405,0.343314857196548,0.305152827675461,0.583578630961512,0.431094211650887,0.514282969367486,0.458732896309157,0.652703543754807,0.557161386365594,0.570571504710169,0.497396251138514,0.225739574873719
cg00748589,0.134554514663141,0.0419667145031392,0.0692559278609208,0.114888486841578,0.0884518962860808,0.140670651621308,0.208676795407873,0.182142285228265,0.121193614814134,0.0882151121603465,0.125843124991075,0.126294160127185,0.126490735578479,0.0555906780366295,0.0723905371475723,0.0807675624193098,0.0953547112192425,0.198938921842527,0.0592140655917461,0.15159375049759,0.0598621042644537,0.141234418318748,0.0620062630103019,0.199746015037655,0.0753085506917822,0.0628085425488252,0.184351055512369
cg19722847,0.199824254617629,0.07390251781451,0.124830948863261,0.0653615345835805,0.0810149866220894,0.159809531740576,0.0758478067863514,0.111212635650657,0.154492140049225,0.0562822077589553,0.0495519655377048,0.178138151385558,0.0813700073769509,0.077431799404953,0.0889716065282167,0.0541282429290069,0.0664624796920387,0.0311519074977417,0.119008271152398,0.0601872532924356,0.100299124910489,0.158226754594463,0.129563773733474,0.0891521909297139,0.319038852155227,0.178119516752948,0.116411901500762
cg18473521,0.330511719783336,0.48237195740434,0.400016553881639,0.496218756616859,0.504378558930388,0.529028955687232,0.535686943369475,0.619682424739235,0.384517670811839,0.491240487670868,0.5876992941086,0.455122816637149,0.482510494247232,0.439416405141939,0.484006852267031,0.541195781473048,0.512356652205604,0.743939925359562,0.413916147371448,0.555849165027413,0.425066787589308,0.355182349899188,0.533567287513793,0.576634767477151,0.403630586227717,0.500127164639174,0.565305445230974
cg01528542,0.838501372577118,0.845644194918717,0.922765177850289,0.862554485803093,0.867084105838424,0.826486205884172,0.824182916927703,0.733681562810752,0.818119325001362,0.821825790605785,0.79145308438234,0.776950728244893,0.851635937200665,0.855414233961612,0.85425927950511,0.850314266637804,0.840769600884384,0.772712332702329,0.852646611164336,0.711736586266886,0.897232977467543,0.864715896510121,0.840050149449843,0.842777824193239,0.900853425435139,0.864929839542887,0.729080517637217
NA.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cg03032497,0.0779573977836027,0.0654955586400355,0.0436991727072719,0.0819930166165548,0.10054627396348,0.0707323298815559,0.136386196159446,0.179822994353203,0.107113279367965,0.11323043360854,0.146648779357107,0.117680183300236,0.117670960862225,0.0590396888899528,0.0695163150404772,0.105307779265695,0.139955147821984,0.192315720776421,0.0631166569267448,0.153761417690253,0.0672811448797915,0.0596769311624498,0.0707301846020789,0.127316120286542,0.0862634477127885,0.0643619775858928,0.15976049494595
cg04875128,0.0129310980313015,0.0143520756344842,0.0178561355816544,0.0165176164768668,0.0300624666610831,0.0382099171486706,0.041096459022793,0.224867311151179,0.0245953928256358,0.0292541569238921,0.0681489335763795,0.0317957688665967,0.0553793154812879,0.0234685041149326,0.0205212900354785,0.112941567851966,0.0385726443688533,0.181855394180529,0.0205877304009597,0.0832192167533591,0.0166750927980631,0.0397123102006586,0.0185262317863815,0.0829817985598473,0.0176534501096166,0.0201584089561011,0.114425318731885
cg21296230,0.0653122049609126,0.0404522642221252,0.0558463362872895,0.0605005500496307,0.0690113550325181,0.0691756298832281,0.0658490347133065,0.114057652961212,0.0748393595972788,0.0905688265348997,0.141908867351582,0.0786033000173021,0.130127143010289,0.0515934045756674,0.0625544896251412,0.0925087800799391,0.0827751873892443,0.180283066559561,0.044234415624125,0.120201503320923,0.0653729325498115,0.0497751226861188,0.0797667797076815,0.0976551580373543,0.0556708542452174,0.0451150835083606,0.130339933873386
cg09651136,0.885895558894046,0.83414271260669,0.88939935141809,0.878320706527507,0.791022238649502,0.879127349164846,0.787276214708477,0.770850593261551,0.847637399921354,0.838084244085427,0.763727617535807,0.847932769683037,0.84322639103318,0.871479932140164,0.879010552044379,0.82299778939701,0.800950250924183,0.756651009468123,0.876383356557908,0.821952950815854,0.890431414908187,0.890597683988611,0.911810197964774,0.851418677599753,0.913725038789758,0.883612225128366,0.693510015980823
cg03399905,0.0247798449002134,0.0323172451312235,0.0276031057155102,0.0298165159010602,0.0333658609772239,0.0488516626748928,0.0490631256688761,0.0785500282379906,0.0325346764002162,0.0488610861591566,0.0516568851755269,0.037852811224988,0.0379808792788291,0.0498493232381421,0.0354331627226921,0.0401650157145346,0.050438018201696,0.0691750767501754,0.0323751300872808,0.0481683637933599,0.0349873620712614,0.0324995999599802,0.0473403661448134,0.0761343897322351,0.0440934931767318,0.0389678966869664,0.0523937430978008
