GEO_sample,pcgtAge
9829118108_R04C01,0.0338392055015348
9829118108_R04C02,0.0341220606947891
9829118108_R05C01,0.0307369646385601
9829118108_R05C02,0.0286665752195443
9829118108_R06C01,0.031171893550171
9829118108_R06C02,0.0292919403998732
9829118109_R01C01,0.030340998474279
9829118109_R01C02,0.0330956995655434
9829118109_R02C01,0.028652425960856
9829118109_R02C02,0.0438427938663964
9829118109_R03C01,0.0323153854314983
9829118109_R03C02,0.0353387761361621
9829118109_R04C01,0.0298573989782172
9829118109_R04C02,0.0407357866607788
9829118109_R05C01,0.0324976270401244
9829118109_R05C02,0.0274896544328053
9829118109_R06C01,0.0337060042920047
9829118109_R06C02,0.0357810123401011
9829118128_R01C01,0.0368527550697872
9829118128_R01C02,0.0400515464737299
9829118128_R02C01,0.035843357741541
9829118128_R02C02,0.0350736624486854
9829118128_R03C01,0.0317944477434597
9829118128_R03C02,0.0339933568198015
9829118128_R04C01,0.0316738665660212
9829118128_R04C02,0.032538222772815
9829118128_R05C01,0.0323262533545227
9829118128_R05C02,0.0324387572424851
9829118128_R06C01,0.0333465903470115
9829118128_R06C02,0.0298765176097675
9829118133_R01C01,0.0319338028909833
9829118133_R01C02,0.0301214674755331
9829118133_R02C01,0.0371973093457127
9829118133_R02C02,0.0372870521347498
9829118133_R03C01,0.0372324252371371
9829118133_R03C02,0.0352786220173898
9829118133_R04C01,0.0376845613399298
9829118133_R04C02,0.0410778209426208
9829118133_R05C01,0.0352874924978559
9829118133_R05C02,0.0344588125351746
9829118133_R06C01,0.0317775365211257
9829118133_R06C02,0.035112868433165
9829118135_R01C01,0.0344957706148406
9829118135_R01C02,0.0314957789275927
9829118135_R02C01,0.031011030257729
9829118135_R02C02,0.031457855089218
9829118135_R03C01,0.0330897644581396
9829118135_R03C02,0.0343754897266019
9829118135_R04C01,0.0330290010297537
9829118135_R04C02,0.0373611589106867
9829118135_R05C01,0.0294301542709316
9829118135_R05C02,0.031217874834758
9829118135_R06C01,0.0314395052594257
9829118135_R06C02,0.0296850855733617
9829118140_R01C01,0.030150256866352
9829118140_R01C02,0.0300424606544592
9829118140_R02C01,0.029853935266087
9829118140_R02C02,0.0318830249010239
9829118140_R03C01,0.0297556424744952
9829118140_R03C02,0.0269707586336152
9829118140_R04C01,0.0325817184779688
9829118140_R04C02,0.0288511337953646
9829118140_R05C01,0.0276098991963832
9829118140_R05C02,0.0308808492819645
9829118140_R06C01,0.0286386206716309
9829118140_R06C02,0.029418642636845
9829118142_R01C01,0.0259610444987397
9829118142_R01C02,0.0269780915991117
9829118142_R02C01,0.0267149959594384
9829118142_R02C02,0.0321695883195142
9829118142_R03C01,0.0306056078796896
9829118142_R03C02,0.0235217692050045
9829118142_R04C01,0.0269388729452846
9829118142_R04C02,0.0366668881264637
9829118142_R05C01,0.0276032899892085
9829118142_R05C02,0.0254715853579335
9829118142_R06C01,0.0251228019321443
9829118142_R06C02,0.0299423257684148
9829118143_R01C01,0.0307276739261034
9829118143_R01C02,0.0320757016457265
9829118143_R02C01,0.0306218661173512
9829118143_R02C02,0.0333049901991639
9829118143_R03C01,0.032501510603414
9829118143_R03C02,0.0290721577849836
9829118143_R04C01,0.0317580222065556
9829118143_R04C02,0.0319924695037498
9829118143_R05C01,0.0301826799464429
9829118143_R05C02,0.0313945888117905
9829118143_R06C01,0.0318286255102132
9829118143_R06C02,0.0308759643080599
9878827069_R01C01,0.0319207715573831
9878827069_R01C02,0.0304267278363995
9878827069_R02C01,0.0287427423988003
9878827069_R02C02,0.0347783670625166
9878827069_R03C01,0.0346866746731876
9878827069_R03C02,0.0457297627378793
9878827069_R04C01,0.0339928441600773
9878827069_R04C02,0.0379266313457478
9878827069_R05C01,0.0399303856685921
9878827069_R05C02,0.0336652780115633
9878827069_R06C01,0.0304870641424168
9878827069_R06C02,0.0334992733635783
9878827091_R01C01,0.0300025564520991
9878827091_R01C02,0.0315010977513657
9878827091_R02C01,0.0291072521789028
9878827091_R02C02,0.0320107218307884
9878827091_R03C01,0.0289745715231979
9878827091_R03C02,0.0303679749812096
9878827091_R04C01,0.0282612610716223
9878827091_R04C02,0.0289357059866058
9878827091_R05C01,0.0304365416994661
9878827091_R05C02,0.0303941619732897
9878827091_R06C01,0.0291088526589957
9878827091_R06C02,0.0352871729147694
9878827132_R01C01,0.0388346418273294
9878827132_R01C02,0.0431587205634387
9878827132_R02C01,0.0436607817607391
9878827132_R02C02,0.0399972556231393
9878827132_R03C01,0.0499626210121338
9878827132_R03C02,0.0438957561135531
9878827132_R04C01,0.0565694794049627
9878827132_R04C02,0.0429143946591099
9878827132_R05C01,0.0358955578912059
9878827132_R05C02,0.0370133819149245
9878827132_R06C01,0.0426860885986599
9878827132_R06C02,0.0439383158865077
9878827146_R01C01,0.0379043613214438
9878827146_R01C02,0.0366977888340377
9878827146_R02C01,0.0398463021397142
9878827146_R02C02,0.0314085314243947
9878827146_R03C01,0.0334785832838428
9878827146_R03C02,0.0293254595211489
9878827146_R04C01,0.0410048888661667
9878827146_R04C02,0.0352521308944782
9878827146_R05C01,0.0320895483214074
9878827146_R05C02,0.0284828776326807
9878827146_R06C01,0.0328706831701008
9878827146_R06C02,0.0338823846382265
9878827149_R01C01,0.0371166785709291
9878827149_R01C02,0.0328638621559336
9878827149_R02C01,0.0358683479427675
9878827149_R02C02,0.0350417949484322
9878827149_R03C01,0.034602224575045
9878827149_R03C02,0.0370587997273024
9878827149_R04C01,0.0309770530477346
9878827149_R04C02,0.0364272621791218
9878827149_R05C01,0.0326990529817193
9878827149_R05C02,0.0316589343113928
9878827149_R06C01,0.0318871903658992
9878827149_R06C02,0.0321519182039264
9904796227_R01C01,0.027895287267374
9904796227_R01C02,0.0268961570378162
9904796227_R02C01,0.0320330871391459
9904796227_R02C02,0.0365945647310749
9904796227_R03C01,0.0277741049065446
9904796227_R03C02,0.0235369415992913
9904796227_R04C01,0.0245375708723693
9904796227_R04C02,0.0257439613499557
9904796227_R05C01,0.0253294534129366
9904796227_R05C02,0.0278589167945377
9904796227_R06C01,0.0241541714892018
9904796227_R06C02,0.0269320869510143
9933569013_R01C01,0.0308752794010214
9933569013_R01C02,0.0268951906465482
9933569013_R02C01,0.0313508435340877
9933569013_R02C02,0.0323493694076926
9933569013_R03C01,0.030094627855848
9933569013_R03C02,0.0319465864063429
9933569013_R04C01,0.0299236884937155
9933569013_R04C02,0.0300226475932889
9933569013_R05C01,0.0294705940631721
9933569013_R05C02,0.0311048743096873
9933569013_R06C01,0.0324741388246208
9933569013_R06C02,0.0292130279812402
9933569015_R01C01,0.0322891847341942
9933569015_R01C02,0.0329484775336609
9933569015_R02C01,0.0376799638172646
9933569015_R02C02,0.0370915036668639
9933569015_R03C01,0.0352165184676853
9933569015_R03C02,0.0348813303819404
9933569015_R04C01,0.0355317972419796
9933569015_R04C02,0.0394967823804988
9933569015_R05C01,0.0399123711284237
9933569015_R05C02,0.0393797512543002
9933569015_R06C01,0.0362220797434616
9933569015_R06C02,0.0351599319692081
GSM2808248,0.0432130368056366
GSM2808249,0.0379033735331718
GSM2808250,0.0439525675768681
GSM2808251,0.0456871455251773
GSM2808252,0.0595813775894237
GSM2808253,0.0536271715919914
GSM2808254,0.0503681569310454
GSM2808255,0.0490339779226016
GSM2808256,0.0432712945894783
GSM2808257,0.0486686809021527
GSM2808239,0.04930918352583
GSM2808258,0.0450437124981749
GSM2808259,0.0463657400901398
GSM2808260,0.0473920470027301
GSM2808261,0.0545739723388683
GSM2808262,0.0533916338557507
GSM2808263,0.0531761437224317
GSM2808264,0.0396773816461753
GSM2808265,0.0502123160939495
GSM2808266,0.0492632395145729
GSM2808267,0.0498065102335715
GSM2808240,0.0514952393566975
GSM2808268,0.0460647650631738
GSM2808269,0.0438600932891772
GSM2808270,0.0524263482832613
GSM2808271,0.0446859091578405
GSM2808272,0.0407895657859408
GSM2808273,0.0448566470091547
GSM2808274,0.0445542785968107
GSM2808275,0.0489115527366516
GSM2808276,0.0444308270704478
GSM2808277,0.0430295659597969
GSM2808241,0.048756788060029
GSM2808278,0.048814126780534
GSM2808279,0.0470098913581981
GSM2808280,0.0537344165217006
GSM2808281,0.047045228972851
GSM2808282,0.0437636373547339
GSM2808283,0.0417640638717653
GSM2808284,0.0473685071130238
GSM2808285,0.0410801397824302
GSM2808286,0.0610129061137436
GSM2808242,0.0440084406561938
GSM2808243,0.0444009334866322
GSM2808244,0.0373676474475405
GSM2808245,0.0385773817434932
GSM2808246,0.0464368313235669
GSM2808247,0.0457104075559422
GSM3035401,0.0413583012198796
GSM3035402,0.0792530427128577
GSM3035403,0.0493839219036085
GSM3035404,0.084733116616046
GSM3035405,0.0424027041676478
GSM3035406,0.058704311979103
GSM3035407,0.0606759436141223
GSM3035408,0.0567695267190092
GSM3035409,0.0416382016893963
GSM3035410,0.0713369541194651
GSM3035411,0.0476811659157614
GSM3035412,0.0575276471267044
GSM3035413,0.0774339679548858
GSM3035414,0.047517741969669
GSM3035415,0.0528908250833958
GSM3035416,0.0498000336691003
GSM3035417,0.0577232821508363
GSM3035418,0.0453235669274131
GSM3035419,0.0443280103653878
GSM3035421,0.039181103263222
GSM3035422,0.048965117546038
GSM3035423,0.0400653116480684
GSM3035424,0.0489167262501938
GSM3035425,0.0633542469504199
GSM3035426,0.0379008999516788
GSM3035427,0.0523822095114333
GSM3035428,0.040730795166143
GSM3035429,0.0387507526585002
GSM3035430,0.0561977170735587
GSM3035431,0.0656684012235848
GSM3035432,0.0457573453768213
GSM3035433,0.0569888037539979
GSM3035434,0.0770808834630492
GSM3035435,0.0418252642993419
GSM3035436,0.0577609557673245
GSM3035437,0.0436698293082984
GSM3035438,0.0414229318236103
GSM3035439,0.0366329162673395
GSM3035440,0.0693161997200261
GSM3035441,0.0700489725112408
GSM3035442,0.0529685136213043
GSM3035443,0.0422564563174039
GSM3035444,0.0737025710507559
GSM3035445,0.0426388840678477
GSM3035446,0.0500349870034502
GSM3035447,0.0561896474923444
GSM3035448,0.0387233044578169
GSM3035449,0.0520801341393575
GSM3035450,0.0656471224309282
GSM3035451,0.0596718360847758
GSM3035452,0.0734173298945177
GSM3035453,0.042423697512888
GSM3035454,0.0469343202487639
GSM3035455,0.0440709708166833
GSM3035456,0.0508918349851634
GSM3035457,0.0397970700481207
GSM3035458,0.0651846417230384
GSM3035459,0.0512029666892789
GSM3035460,0.0486421812082919
GSM3035461,0.04080808069823
GSM3035462,0.0595387261649727
GSM3035463,0.0821571031866538
GSM3035464,0.0347767223928756
GSM3035465,0.0411934392464635
GSM3035466,0.0480742410838404
GSM3035467,0.0406280906347576
GSM3035468,0.0516271260703373
GSM3035469,0.0867463987392367
GSM3035470,0.0332290298147408
GSM3035471,0.0445873665101208
GSM3035472,0.0585823408056521
GSM3035473,0.0531753775436016
GSM3035474,0.0804388428931397
GSM3035475,0.0465402356259543
GSM3035476,0.0607344943027916
GSM3035477,0.0861099771388221
GSM3035478,0.0589593775967267
GSM3035479,0.046533448136385
GSM3035480,0.0868424117640167
GSM3035481,0.0585077303416021
GSM3035482,0.0620778605103001
GSM3035483,0.0704462591379515
GSM3035484,0.0997216383383806
GSM3035485,0.0595567938731092
GSM3035486,0.0669586451371948
GSM3035487,0.0485622894939619
GSM3035488,0.0686945614546739
GSM3035489,0.0484350952998575
GSM3035490,0.0928891117869066
GSM3035491,0.0705084881448393
GSM3035492,0.049374212368963
GSM3035493,0.0499599467980913
GSM3035494,0.0593568862228807
GSM3035495,0.0778489730284518
GSM3035496,0.0379702625171247
GSM3035497,0.048288256999159
GSM3035498,0.0419831999176617
GSM3035499,0.054900961495946
GSM3035500,0.0493658250222302
GSM3035501,0.0420361472451442
GSM3035502,0.0438964164317837
GSM3035503,0.0452008645953455
GSM3035504,0.0424063231342879
GSM3035505,0.0530775636578164
GSM3035506,0.0541461033842053
GSM3035507,0.0466231562983609
GSM3035508,0.0667458275402936
GSM3035509,0.0567115465329603
GSM3035510,0.0439759593830905
GSM3035511,0.0564891631481528
GSM3035512,0.074200749940287
GSM3035513,0.0591536924518374
GSM3035514,0.0887502551739828
GSM3035515,0.0578619315300469
GSM3035516,0.0503534463629918
GSM3035517,0.0495749827853415
GSM3035518,0.06483546060755
GSM3035519,0.224330241367178
GSM3035520,0.0589994514115508
GSM3035521,0.0723019432880865
GSM3035522,0.0444697230588588
GSM3035523,0.121802944369353
GSM3035524,0.0443836514586237
GSM3035525,0.0572775935392883
GSM3035526,0.067113206406038
GSM3035527,0.0417343894581954
GSM3035528,0.0891183498073438
GSM3035529,0.0745270124089392
GSM3035530,0.0862433617280947
GSM3035531,0.0602260385744536
GSM3035532,0.0678610925941868
GSM3035533,0.0519129088678588
GSM3035534,0.044512431782696
GSM3035535,0.0528904160435567
GSM3035536,0.0373905491904468
GSM3035537,0.0400182614069297
GSM3035538,0.0589141313463621
GSM3035539,0.0423340031825345
GSM3035540,0.0735688959069996
GSM3035541,0.0484695920009064
GSM3035542,0.0488387337657969
GSM3035543,0.0716707261409974
GSM3035544,0.041165360063472
GSM3035545,0.0725485396339942
GSM3035546,0.05042144472956
GSM3035547,0.0915528138542596
GSM3035548,0.107310545149143
GSM3035549,0.0460479422286208
GSM3035550,0.0476031198373441
GSM3035551,0.0727520868678125
GSM3035552,0.0412916236941608
GSM3035553,0.047985340610887
GSM3035554,0.0539068041914544
GSM3035555,0.0444184655787903
GSM3035556,0.0477317836932451
GSM3035557,0.0460607427541088
GSM3035558,0.0542082158791142
GSM3035559,0.0536018666083458
GSM3035560,0.0716684822213222
GSM3035561,0.0559709451120977
GSM3035562,0.0403121892358331
GSM3035563,0.0532594414296516
GSM3035564,0.0849854187702903
GSM3035565,0.0621690443399279
GSM3035566,0.0446777537442776
GSM3035567,0.0643106949065106
GSM3035568,0.0381949430824659
GSM3035569,0.0397356126730747
GSM3035570,0.0444449355017474
GSM3035571,0.0477635245398595
GSM3035572,0.0661878882777064
GSM3035573,0.0717035370119924
GSM3035574,0.0481711928083758
GSM3035575,0.0409647181454106
GSM3035576,0.0505764325393585
GSM3035577,0.0678334140701724
GSM3035578,0.0588016948406258
GSM3035579,0.060299789826428
GSM3035580,0.0373811718640248
GSM3035581,0.0399858342217907
GSM3035582,0.0582242963658982
GSM3035583,0.0528761125299364
GSM3035584,0.0446532899204761
GSM3035585,0.0613327024162609
GSM3035586,0.0558608476125691
GSM3035587,0.059644710516999
GSM3035588,0.0610648354929757
GSM3035589,0.0437288525134416
GSM3035590,0.051036706718633
GSM3035591,0.0577585414179669
GSM3035592,0.0502603271057361
GSM3035593,0.0514218824759169
GSM3035594,0.061073982894726
GSM3035595,0.142752678019288
GSM3035596,0.0565487283410558
GSM3035597,0.0639068588737059
GSM3035598,0.0651542157140587
GSM3035599,0.0469957984212479
GSM3035600,0.0637376587939406
GSM3035601,0.0508659417990441
GSM3035602,0.084921892298673
GSM3035603,0.0580549477500436
GSM3035604,0.0603528756151203
GSM3035605,0.0815104031622461
GSM3035606,0.063231555244559
GSM3035607,0.0491974793806225
GSM3035608,0.0862515479033931
GSM3035609,0.0736936579115705
GSM3035610,0.0404364411933969
GSM3035611,0.0420730210843071
GSM3035612,0.0458023378168115
GSM3035613,0.0579916393289874
GSM3035614,0.0450199349647048
GSM3035615,0.0939099108429832
GSM3035616,0.0529612870022935
GSM3035617,0.0994912444303802
GSM3035618,0.0794922639571511
GSM3035619,0.0547688753290461
GSM3035620,0.0633625104047112
GSM3035621,0.0450930058398475
GSM3035622,0.0492753600013457
GSM3035623,0.0357049748968885
GSM3035624,0.062684709482409
GSM3035625,0.0449504488218389
GSM3035626,0.070905510414579
GSM3035627,0.0696744244608299
GSM3035628,0.172789869698849
GSM3035629,0.0489975432482816
GSM3035630,0.0907372601600625
GSM3035631,0.0510228764402069
GSM3035632,0.107422957823742
GSM3035633,0.0570979588619289
GSM3035634,0.0441780176109762
GSM3035635,0.0579359790810379
GSM3035636,0.0435455921749811
GSM3035637,0.0635118957772947
GSM3035638,0.0542151749096169
GSM3035639,0.0495871327015567
GSM3035640,0.0518617406655081
GSM3035641,0.0445735968942773
GSM3035642,0.0605794748501357
GSM3035643,0.0463391719701892
GSM3035644,0.165205873916458
GSM3035645,0.0427287682834949
GSM3035646,0.0832942121342062
GSM3035647,0.0367552258512673
GSM3035648,0.0514794023968415
GSM3035649,0.0510023707839886
GSM3035650,0.0544611121504014
GSM3035651,0.0381941009521668
GSM3035652,0.0520098870689193
GSM3035653,0.0418067009792418
GSM3035654,0.0610891073972796
GSM3035655,0.0363300096317672
GSM3035656,0.0474695609611172
GSM3035657,0.0604265114528618
GSM3035658,0.0873726035678268
GSM3035659,0.0469630266424483
GSM3035660,0.046148530535189
GSM3035661,0.0470378661963812
GSM3035662,0.0840880340866072
GSM3035663,0.053095755555984
GSM3035664,0.0994964912944713
GSM3035665,0.04559978897041
GSM3035666,0.0603073005081657
GSM3035667,0.0825301843958606
GSM3035668,0.0429791840542898
GSM3035669,0.0629312273659998
GSM3035670,0.0501004349879654
GSM3035671,0.0468554460387779
GSM3035672,0.0425333279605932
GSM3035673,0.0666590525854007
GSM3035674,0.0554305844820486
GSM3035675,0.0517108629095631
GSM3035676,0.0740360307337131
GSM3035677,0.104218948725845
GSM3035678,0.0840009243790649
GSM3035679,0.0909555094709171
GSM3035680,0.0707576047855426
GSM3035681,0.0646980615657793
GSM3035682,0.0488358246812758
GSM3035683,0.0652964019079261
GSM3035684,0.0632893149985266
GSM3035685,0.0411922549685203
GSM3035686,0.0399497506150777
GSM3035687,0.0633228644657817
GSM3035688,0.0894531127873289
GSM3035689,0.0516303042296172
GSM3035690,0.0692066574872121
GSM3035691,0.108477089877948
GSM3035692,0.051936672205117
GSM3035693,0.0674342772758675
GSM3035694,0.128602356264774
GSM3035695,0.053550130122173
GSM3035696,0.0419186510111922
GSM3035697,0.0497017586086736
GSM3035698,0.0428214550285855
GSM3035699,0.048174243717322
GSM3035700,0.0530097158515657
GSM3035701,0.08896468334048
GSM3035702,0.0523579086610737
GSM3035703,0.0453929067606465
GSM3035704,0.0533404829160926
GSM3035705,0.0469109446976919
GSM3035706,0.0465360658330184
GSM3035707,0.0568570346515258
GSM3035708,0.0690833846307455
GSM3035709,0.0749540716558119
GSM3035710,0.051095402666272
GSM3035711,0.0413409623386415
GSM3035712,0.0395863842590487
GSM3035713,0.063223786103996
GSM3035714,0.0516986916762576
GSM3035715,0.0713032616530246
GSM3035716,0.0554442626309708
GSM3035717,0.090929927035976
GSM3035718,0.0575074795717846
GSM3035719,0.066901624265822
GSM3035720,0.0573068145712691
GSM3035721,0.065886981590764
GSM3035722,0.0459401054765463
GSM3035723,0.0504678466962174
GSM3035724,0.150634062539896
GSM3035725,0.0422340564595677
GSM3035726,0.0420056966013459
GSM3035727,0.0972077222964379
GSM3035728,0.0532336094233336
GSM3035729,0.0493553806677072
GSM3035730,0.0393322736987835
GSM3035731,0.0422942220145659
GSM3035732,0.0538243593246974
GSM3035733,0.0377771034465525
GSM3035734,0.0693964351767013
GSM3035735,0.0408593624305219
GSM3035736,0.0498601547953283
GSM3035737,0.0396541548600745
GSM3035738,0.046140679906121
GSM3035739,0.0384319423526857
GSM3035740,0.0411613102459819
GSM3035741,0.0510945844393372
GSM3035742,0.060490728643495
GSM3035743,0.0923557247954039
GSM3035744,0.0894208099517721
GSM3035745,0.0576030348716975
GSM3035746,0.0581779270756715
GSM3035747,0.0419594114108138
GSM3035748,0.0447718291537341
GSM3035749,0.0446889874010028
GSM3035750,0.124113359044592
GSM3035751,0.059271881637647
GSM3035752,0.0373124153382283
GSM3035753,0.040505156842229
GSM3035754,0.0745830361909455
GSM3035755,0.0572049435389503
GSM3035756,0.0609367119268404
GSM3035757,0.0711387696903521
GSM3035758,0.0937629070914207
GSM3035759,0.0805398914351207
GSM3035760,0.110470609419236
GSM3035761,0.0893197875473434
GSM3035762,0.0594671432590003
GSM3035763,0.0511850440847948
GSM3035764,0.0572552174915451
GSM3035765,0.042787331306311
GSM3035766,0.0420151387520671
GSM3035767,0.0795392085204844
GSM3035768,0.0501887972547481
GSM3035769,0.0591814150991389
GSM3035770,0.0720441601168227
GSM3035771,0.0582786159947591
GSM3035772,0.0531380540250484
GSM3035773,0.0507217742193598
GSM3035774,0.0416579214527991
GSM3035775,0.0650115994872537
GSM3035776,0.0505415637670081
GSM3035777,0.0514632198462605
GSM3035778,0.0645671184568058
GSM3035779,0.0772638118396251
GSM3035780,0.0678615997011013
GSM3035781,0.0608660538602644
GSM3035782,0.0476088394640751
GSM3035783,0.0611187520899806
GSM3035784,0.0559605124342945
GSM3035785,0.0657271476539166
GSM3035786,0.057775201996701
GSM3035787,0.199443385271109
GSM3035788,0.0584200388526091
GSM3035789,0.0735571420417777
GSM3035790,0.0406190381914233
GSM3035791,0.0462094394257242
GSM3035792,0.04777919626204
GSM3035793,0.0513631367553385
GSM3035794,0.0411724504216995
GSM3035795,0.0444131323042269
GSM3035796,0.0463346458803806
GSM3035797,0.049244881888882
GSM3035798,0.0575719352470351
GSM3035799,0.030464151584692
GSM3035800,0.0524196004960682
GSM3035801,0.0379395626889361
GSM3035802,0.0361035886554295
GSM3035803,0.038410212009416
GSM3035804,0.0358853789698461
GSM3035805,0.0390598273571951
GSM3035806,0.0444490317350329
GSM3035807,0.054075018025268
GSM3035808,0.0368336001892584
GSM3035809,0.0578118180180289
GSM3035810,0.0493679174295698
GSM3035811,0.0585605137971448
GSM3035812,0.0661833444693549
GSM3035813,0.073726846734086
GSM3035814,0.0928502384276118
GSM3035815,0.0454521506578765
GSM3035816,0.0690715506029838
GSM3035817,0.0646949545484706
GSM3035818,0.0530798891178971
GSM3035819,0.0465735463779778
GSM3035820,0.0545634145427741
GSM3035821,0.107382786396676
GSM3035822,0.0573748763381269
GSM3035823,0.0457453799809474
GSM3035824,0.0795979959496787
GSM3035825,0.0601780941817332
GSM3035826,0.0398627101768078
GSM3035827,0.0682589784485888
GSM3035828,0.0444070978245416
GSM3035829,0.0541284789760589
GSM3035830,0.0590324898401593
GSM3035831,0.0618025747754997
GSM3035832,0.0779786157735703
GSM3035833,0.0699250071060949
GSM3035834,0.0464766867977271
GSM3035835,0.0625040490861601
GSM3035836,0.048338795293942
GSM3035837,0.0997436001015065
GSM3035838,0.0503152608720591
GSM3035839,0.0473359946258196
GSM3035840,0.0499911436636975
GSM3035841,0.0561630361320851
GSM3035842,0.0936307236072578
GSM3035843,0.0556204938093593
GSM3035844,0.0594754446092567
GSM3035845,0.0591706843204873
GSM3035846,0.133302156246403
GSM3035847,0.0423554250334416
GSM3035848,0.058253052539829
GSM3035849,0.0579908864371373
GSM3035850,0.0434354959401554
GSM3035851,0.041933187623945
GSM3035852,0.058287354777108
GSM3035853,0.0608856857364119
GSM3035854,0.0646530541558407
GSM3035855,0.0521216453096676
GSM3035856,0.0380057866314509
GSM3035857,0.0702985606939514
GSM3035858,0.0585330227215664
GSM3035859,0.0822902713596113
GSM3035860,0.0556629741553629
GSM3035861,0.0387812419788852
GSM3035862,0.0645484493566824
GSM3035863,0.0440951030200039
GSM3035864,0.0573763333495021
GSM3035865,0.0733453208699294
GSM3035866,0.0699349694892728
GSM3035867,0.0860496991289045
GSM3035868,0.0460395522267396
GSM3035869,0.0958045830472501
GSM3035870,0.0486767433732967
GSM3035871,0.0494866262395617
GSM3035872,0.0427556857052247
GSM3035873,0.0706204922863437
GSM3035874,0.102373194645585
GSM3035875,0.0592772356796786
GSM3035876,0.0743190992522062
GSM3035877,0.0325820732677943
GSM3035878,0.0760729430660128
GSM3035879,0.0672990278338803
GSM3035880,0.073690842784461
GSM3035881,0.0482134248349209
GSM3035882,0.0563287675896168
GSM3035883,0.0460893880379688
GSM3035884,0.0596719410755676
GSM3035885,0.0453452263087932
GSM3035886,0.0570090911030263
GSM3035887,0.0715854408653026
GSM3035888,0.0442209221474066
GSM3035889,0.0526106462151464
GSM3035890,0.0440581950063824
GSM3035891,0.0780678217946659
GSM3035892,0.0585204671830656
GSM3035893,0.0485020958229028
GSM3035894,0.050039791431688
GSM3035895,0.0496903720426483
GSM3035896,0.0802102618421139
GSM3035897,0.0478160911233998
GSM3035898,0.0646454703874153
GSM3035899,0.0408218541746709
GSM3035900,0.0520488659759199
GSM3035901,0.085362210798343
GSM3035902,0.0607247191905943
GSM3035903,0.0835585884376255
GSM3035904,0.0433454294368959
GSM3035905,0.0419578911511018
GSM3035906,0.0611655159622176
GSM3035907,0.0573939751285592
GSM3035908,0.0720674888809152
GSM3035909,0.0462464964759168
GSM3035910,0.0576456824445767
GSM3035911,0.0445048421886096
GSM3035912,0.04274471920767
GSM3035913,0.0980320136183949
GSM3035914,0.0683507486679891
GSM3035915,0.0651543276294257
GSM3035916,0.0464335353970228
GSM3035917,0.0650112543460703
GSM3035918,0.0623464272027894
GSM3035919,0.0397698547486539
GSM3035920,0.0402775812184708
GSM3035921,0.0498857519800585
GSM3035922,0.0377392172285761
GSM3035923,0.038583231738944
GSM3035924,0.0384488016985175
GSM3035925,0.0529756325694438
GSM3035926,0.119014514620231
GSM3035927,0.0477497030348735
GSM3035928,0.0471088630471495
GSM3035929,0.0661091682090598
GSM3035930,0.0636154699886916
GSM3035931,0.0494048343952548
GSM3035932,0.0420063115642187
