ProbeID,GSM3227759,GSM3227760,GSM3227768,GSM3227769,GSM3227770,GSM3227771,GSM3227772,GSM3227773,GSM3227785,GSM3227797,GSM3227798,GSM3227757,GSM3227758,GSM3227765,GSM3227766,GSM3227767,GSM3227780,GSM3227790,GSM3227791,GSM3227792,GSM3227795,GSM3227796,GSM3227755,GSM3227756,GSM3227764,GSM3227775,GSM3227777,GSM3227786,GSM3227787,GSM3227788,GSM3227789,GSM3227793,GSM3227794,GSM3227761,GSM3227762,GSM3227763,GSM3227774,GSM3227776,GSM3227778,GSM3227779,GSM3227781,GSM3227782,GSM3227783,GSM3227784
cg18983672,0.954268217995039,0.969922252697981,0.960691942082225,0.966401214259353,0.9442036351539,0.968176990855395,0.966478214200287,0.962655875701453,0.970540440479789,0.965425394305434,0.966350906070857,0.96258448410815,0.960254103354582,0.969443916142885,0.979315519237914,0.962152527718998,0.965869706173777,0.966599769191186,0.963997992431888,0.970786088184032,0.965539218220437,0.971597646085419,0.974292652799566,0.961490648923065,0.968835347602096,0.965065696640196,0.970995326902189,0.97315965076225,0.972211524878701,0.974891201923648,0.963881429883027,0.966236720701368,0.972277321682462,0.96699992577555,0.968963986694391,0.960418798867045,0.959895448829008,0.964968620357898,0.952621415226533,0.969600402318932,0.979670229442022,0.957564714078258,0.975570154105083,0.966316128122713
cg10266490,0.391798151404927,0.347719471555961,0.311524148160768,0.277450314821406,0.341665049134191,0.260030023382801,0.313398726063754,0.1538201453924,0.250464312665901,0.247592565855214,0.220898763255734,0.219871761364627,0.310887372594843,0.309851053594072,0.190013271783744,0.185894167165209,0.278530336759468,0.341538498582425,0.339601114508197,0.19438789539947,0.186758378360393,0.212140742527931,0.259332282972639,0.251835900526588,0.246501094423885,0.323145102734312,0.288852416635527,0.311782479114047,0.357562440623451,0.22475395117274,0.350233833349494,0.245699470944136,0.188406486983541,0.300063759326716,0.378768227248044,0.292115467303976,0.231858837756019,0.232802856594639,0.351542083142043,0.35066025961514,0.238091155695656,0.220343068843996,0.350989097855184,0.302111811695694
cg06836772,0.173742938375716,0.139022557552518,0.16421745745393,0.191262924858717,0.134228430338384,0.140709907912319,0.0842737907603825,0.134417813906968,0.151128236884901,0.162619721664359,0.145774740974822,0.190437721394927,0.12292284622024,0.1883231213249,0.189759774265475,0.182144193459843,0.140401725581396,0.179623305621164,0.157932714712236,0.114756369727243,0.11467966753604,0.167648438343444,0.147088356600756,0.145683726860718,0.158037569996391,0.158129994011029,0.150280397637028,0.149076090044262,0.169354848295306,0.174433373503138,0.145943998805353,0.106389696164164,0.142690908505437,0.191630759889094,0.167024118178366,0.192478307827159,0.127075550826957,0.10179052539402,0.185819176541623,0.17042669758449,0.170580842977869,0.17662821908625,0.217568638444393,0.191914611608346
cg22901840,0.466580650610268,0.540877581975935,0.474072562095064,0.497377333311484,0.521959118353745,0.467500487640957,0.552629739421682,0.55502939428424,0.541952088136286,0.674536812582593,0.824549068711853,0.613799936110489,0.622762718269497,0.423673679758026,0.490871080135014,0.640870012733955,0.500392825281366,0.46568125887726,0.500887274418461,0.586926066951955,0.697653082165148,0.662937991027274,0.451382314173407,0.515436991327746,0.468055821667363,0.49463149400778,0.446986861135638,0.473948626644431,0.605567262209795,0.434778222036373,0.482823232163969,0.795143422679079,0.556254342124916,0.495874913727225,0.531761433566464,0.4808837384494,0.537474145125348,0.526625495012182,0.463373302155083,0.469824115306593,0.49799585189006,0.512401317430484,0.526030492020631,0.487355542071344
cg09118625,0.456947379255505,0.551715758665394,0.451331100068972,0.47351893243803,0.495736200947199,0.482488087865746,0.587535353941064,0.553660442026738,0.534761602143845,0.679340621092318,0.760755221882036,0.595257514406918,0.617286371818499,0.443048093663408,0.471480105795833,0.64600733633496,0.47888743757859,0.445574656623747,0.490778166168846,0.557869597230759,0.695864671373004,0.633041576936415,0.468761120035814,0.481565974433352,0.487470226151456,0.49363294780061,0.460298186039965,0.459893082678595,0.579734596967251,0.413201348275064,0.454999831457197,0.820370394921724,0.555308812453345,0.486337056419538,0.48195101782788,0.449826039149147,0.554229447056009,0.544831530556121,0.451776958193276,0.458215628961372,0.504804676970135,0.519496137295606,0.486273966314645,0.475930561373912
cg08413469,0.0228096733804204,0.0491596730410397,0.0486614423009225,0.0192059058213558,0.0213563305085903,0.016739136865106,0.0216245577373917,0.0177102350875788,0.0179686927085665,0.0215819660331502,0.0267756290967659,0.022140595077039,0.0252497486152844,0.0201497621103099,0.0203422706723637,0.0199270562523346,0.0212756298269499,0.0207445590881241,0.0234095802528549,0.0205716212821432,0.0211680466807879,0.0165337583061875,0.0204760322513495,0.0176927485373635,0.0190357343273678,0.019942484832113,0.0208411647260525,0.0187819794708268,0.0250762564501356,0.017894203766582,0.0188415756164548,0.0208381355723009,0.02639017003647,0.0218158747263708,0.0219406253425763,0.0214568412753981,0.0298905846824468,0.0199381498609561,0.0219497839135757,0.0220843116718056,0.0167354834853418,0.0258741828717874,0.0195845431882436,0.0282264195822809
cg19514928,0.0694125731416203,0.050931660094286,0.0583174289533199,0.0579625837544179,0.06114696139022,0.0569851021017848,0.0514105599700357,0.0540414556638914,0.0516775593690003,0.0569808643953882,0.0524955106814776,0.0483481313175055,0.0649360111130269,0.0505721159320097,0.0522320373626316,0.0605303243261529,0.0578593711305091,0.0576352240756181,0.0576854796621011,0.0497055949463486,0.0602964099545353,0.0438235595227054,0.0658478789813831,0.0628087420314988,0.053399578330227,0.0673546436373926,0.0478192902108141,0.0634699616736318,0.0608012098002452,0.0502271781306609,0.0547467368830852,0.0575936426030768,0.0603782570562283,0.0682317475292573,0.059228269930601,0.0443792162190272,0.065888607826927,0.0636656967145618,0.0581642289652166,0.0533595608012843,0.0555414833764861,0.0624268792885857,0.0643696462662804,0.0739942399666994
cg05675373,0.0353923955176929,0.0457593735957983,0.0657764769662634,0.0695242024467703,0.0608009718581895,0.04704704171096,0.0433651509459374,0.0359377588094932,0.0462281101823944,0.0781367200709185,0.0790634966738097,0.0716982806583074,0.0626043472262547,0.0509133349504656,0.0432226041734208,0.0633249118098306,0.0360758503275969,0.0459876163453265,0.0470235088256547,0.0530019253039319,0.109026651473644,0.0857911329559845,0.0446827401006905,0.0393191556653601,0.0454265852998193,0.056602254181107,0.0335766318439762,0.0536225406033663,0.0511366427072548,0.0385955170880187,0.0315268690892742,0.058823772852362,0.0708372728331947,0.0739367965826964,0.0405430438514017,0.0327043085750727,0.0686206363344225,0.0900748311795972,0.0527471927891119,0.0553491349414257,0.0823356844527176,0.0629764606644674,0.0679120805629739,0.0709677791110016
cg10045881,0.793785186276681,0.675761141367013,0.734302491342809,0.610450362396466,0.644984690494303,0.64191233511764,0.723456224071108,0.631312619886613,0.625095317543202,0.6186529882546,0.699272049435353,0.655453111690129,0.654958237012472,0.727167989919641,0.60855754838677,0.616059125258303,0.673095741608351,0.60181384587077,0.676792624186366,0.554607898407472,0.634109765581645,0.634866825343509,0.72701611381657,0.609385619965924,0.705542745088099,0.726848040944857,0.653889129501562,0.715446875672463,0.563079411695415,0.657979563743613,0.693507603177994,0.70011924379082,0.651107835169272,0.665681740217538,0.662368739652614,0.78887117097073,0.546545990721193,0.571217734385389,0.624319659632786,0.649302571689623,0.627628774316465,0.659211874345697,0.667305080188634,0.633723600709223
cg18031008,0.0235360439746701,0.019735669885437,0.0200088854018258,0.0172565491844473,0.0242221277323964,0.0171433621917106,0.0174046608792995,0.0196973883240467,0.0161028711008247,0.0270359747166708,0.01760688076554,0.019152748984324,0.0183625372256162,0.0160465176977825,0.018042875390807,0.0181246287131209,0.017817451215948,0.0185153467655312,0.0153779616258849,0.0154100615324366,0.023539162312129,0.0162715311663861,0.0156452676612375,0.0189639943657568,0.0194830059568707,0.0180297138123262,0.0171542673762786,0.0159655814007485,0.0242125010063804,0.0208097860348482,0.0156941190556392,0.0191341334287029,0.0161246721210705,0.0174846082382664,0.0204132637233027,0.0300731538757132,0.0226887353245169,0.0222029364391284,0.0209544514848271,0.0191718357584672,0.0183000287037138,0.0227479418536097,0.0191307029021088,0.0202054556311275
cg07337598,0.834077014537634,0.849086521009876,0.82953792733461,0.832000520660593,0.84114245630488,0.838182862829241,0.846004444400891,0.854161429711211,0.89286835339083,0.866603557935058,0.883927345420155,0.874124671734194,0.88340417950921,0.85345787892927,0.853807892954601,0.868675153796529,0.850376320178029,0.878132981105247,0.82870497249559,0.846964665338619,0.875849567253991,0.883663679744098,0.779125250224593,0.890941085629108,0.761895388496659,0.797171155490292,0.849616588325964,0.832291195472958,0.896430748982059,0.813809223968446,0.892381372664207,0.887751583176094,0.86324496977344,0.860540241496188,0.780452937596461,0.826342536725497,0.845338537090691,0.81934091424204,0.841614132359387,0.859095133252779,0.864915964074063,0.907748583951572,0.846330960735483,0.888030730982936
cg16168311,0.135044508882136,0.116575139955412,0.0873655257410714,0.134183651970269,0.100277585131619,0.108091614949639,0.132962578480533,0.110538867372554,0.126124529800284,0.097301042547326,0.0936458596198851,0.101054088654361,0.0755177839776652,0.0987876971754375,0.0980087975311845,0.119831674131564,0.132937237534157,0.0825756252168823,0.120564184884164,0.101121081413884,0.0879852384670763,0.106393603169982,0.109886932191315,0.10733248079089,0.0993224466151508,0.0986414087399662,0.0789415849466804,0.113566201008259,0.114397865912675,0.090362502610172,0.0987315705519438,0.114526346219022,0.0939841183411209,0.144876287023946,0.118204504467272,0.0764673238051076,0.118968323037884,0.112233168205308,0.111191804024448,0.125486488936016,0.128039067293687,0.13180380251444,0.119141722663316,0.0938697045218444
cg01459453,0.941643312656664,0.789534006508702,0.982010144667463,0.968241213402279,0.958675172248191,0.835838554135217,0.854850790971454,0.943863919097743,0.910069484728784,0.873203898807731,0.83391733605881,0.849490335835996,0.734213648309491,0.954327650722754,0.982291073037367,0.711936506628908,0.852459130406856,0.942699562369131,0.887103142845626,0.967762625815238,0.655113837610895,0.610304771954561,0.969591584745444,0.96069225066864,0.901231787422479,0.853114545826107,0.980160124575013,0.971476431776602,0.939400578517125,0.982484257347108,0.93417569366029,0.863333415934506,0.914690199950699,0.897478947557788,0.958364458682594,0.949290617574025,0.912302503865164,0.936975794836109,0.968199717206183,0.942220136613906,0.949553130556801,0.889955467968649,0.882144185953795,0.956978129883692
cg02275294,0.11901387362341,0.114159039198044,0.105121042208287,0.148379666901801,0.113669887887063,0.066050098727342,0.0760879326421764,0.0783997289793672,0.0685551557837116,0.0705061010161477,0.0926070355309246,0.0770432875461525,0.0801823512596204,0.138937398649846,0.0806775490910287,0.0489935514685362,0.0902103435326904,0.114122375253712,0.0647752896208402,0.0900340764542871,0.0437882349387497,0.0452679592324053,0.0628485388834435,0.137629716450599,0.060240705695828,0.107322531297803,0.0762743777518218,0.0622326437844982,0.178038648289152,0.107842912071018,0.120827870986424,0.0660509641730772,0.0589878418151841,0.0736729549344967,0.122009810824262,0.0750561472565628,0.0821719497357997,0.0731976367371923,0.109732109953436,0.128402344683001,0.120723557806564,0.108759243076123,0.108033278493303,0.111119593539676
cg21870884,0.211275678955588,0.264059293370777,0.227941226794272,0.151273648724888,0.199945106511226,0.161242287242177,0.178726947678634,0.17607710581843,0.207290624542694,0.237289286032407,0.306676531747215,0.246393971248481,0.277581323547551,0.208629380342651,0.155855069058384,0.153707746460703,0.140672651528665,0.17974718324553,0.170310638160905,0.16701900654847,0.247010173918033,0.231026436166731,0.157831445557406,0.064777485047506,0.196792199443027,0.188403498020907,0.155487738171232,0.158982545662722,0.27391355988963,0.224117527227005,0.216357588312673,0.225247102162783,0.241545139117401,0.232741050192404,0.180778555021824,0.150707868937235,0.165485131045201,0.239013190837336,0.142243520807172,0.156096439351989,0.184516026716522,0.171897074139748,0.231698528011762,0.182164729157023
cg15262928,0.0120125249404601,0.0133819575203043,0.0156717245732506,0.0150614385319743,0.0171781382606574,0.0175406952717823,0.0155748576370834,0.0144192421006643,0.0123001501141056,0.0159482853899333,0.0199016317357088,0.016052502056323,0.0196659621876568,0.0195508665653538,0.0139378525949833,0.0167751408888054,0.0123395699879389,0.01256808182485,0.017485769612728,0.011202999840234,0.0176785246771412,0.0124641389320957,0.0145209569757321,0.0147738531063544,0.0146359430416518,0.0132947301215542,0.0176711590429908,0.0180496434550798,0.0116221325340788,0.0135185143394438,0.0162412743126487,0.0150414166114898,0.0155418218930513,0.015128713287348,0.0126329352116713,0.0146314755904703,0.0166986724411661,0.0145236212024707,0.0172805214606752,0.0131106930642954,0.0140119147067132,0.0127888106424924,0.0170969543139639,0.0154528374330234
cg24450312,0.0314643589614152,0.0247244976906255,0.0294715551760628,0.0306639475094037,0.0411397212380969,0.0311909297087204,0.0375282391927109,0.0208126930478943,0.0358921779315865,0.0342124670807522,0.0266574933508126,0.0271264734449784,0.0264653748865798,0.024155227433305,0.0246902006839753,0.0322933341275706,0.0269288496335062,0.036051506335875,0.0282770311714666,0.0256869637353748,0.0258554100509156,0.0338796769187995,0.0310229307638447,0.0302967134287999,0.0312361008739348,0.0416709653360137,0.0262456477839446,0.0272646335739859,0.0255979183221172,0.0302067267912041,0.0270317531529264,0.0333161419776523,0.0339374393378833,0.0322593743155473,0.0237717939494902,0.0232384481848489,0.0376550796413443,0.030179253147562,0.0279259288351667,0.028144239485499,0.0325911714734457,0.0389176731237731,0.0348205589944518,0.0351454347434128
cg09885951,0.0162104222597401,0.0233192158862615,0.0168680456622411,0.0181167124438296,0.0148032829760356,0.0200163154501308,0.0153860139662367,0.0187611970736965,0.0243492613013968,0.0199150206646993,0.0141776281304101,0.0105434483783916,0.016229593106052,0.0157111616860035,0.0150804194750034,0.0176675299123498,0.0167384773081804,0.0157761908623245,0.0166729491611536,0.0207390522629618,0.0183595261227344,0.0166394911248643,0.0174954349674322,0.0187927575743043,0.0189893426294156,0.0174794147215314,0.0150189563562345,0.0197392732290154,0.0228148020250076,0.0123263060915836,0.0141249224827137,0.0187402786426445,0.0129630459854291,0.0368050758401269,0.0157124571445202,0.0246619304597633,0.0210610205595359,0.0135170479726824,0.0355135005161022,0.0171861082903093,0.0197084094659163,0.0151214547976887,0.0164042521247065,0.0185187267911851
cg27202708,0.557806396666809,0.32376720163167,0.424830500306794,0.516720600274612,0.475705691246682,0.315564339128471,0.411597327345436,0.487725527146762,0.420777278654005,0.229576010336802,0.426423688859717,0.360361031924737,0.41048753573347,0.428249093109515,0.496764159426313,0.205740530197191,0.423502839238839,0.436170237222468,0.356597334669977,0.463850095196796,0.340383346853538,0.380143793851069,0.288043139098426,0.420892634460651,0.227924074721623,0.283636004071786,0.564153701511368,0.331689741503863,0.437967054395853,0.287462034152253,0.424747251633069,0.450351303280437,0.447089630757269,0.288807823990199,0.436772933503213,0.396440217407666,0.379711959548894,0.356893310925671,0.430421061412371,0.419657939359496,0.374404414873896,0.312856499185488,0.513283221922094,0.388658576970626
cg26043391,0.0487119909467184,0.0382999616761547,0.0319089802864185,0.0386819953330108,0.0404987481185678,0.0297525731152131,0.0201975061434371,0.0382107061916498,0.0337218867167095,0.0421316059054381,0.0333506952132184,0.0384436167933233,0.0366677299850187,0.0288149490203634,0.0288594721659436,0.0316433640197843,0.0404206114059389,0.0348842845604805,0.0333552998659717,0.0339375618956566,0.0416688440113806,0.0330521224465035,0.0328646791779231,0.0400247073973216,0.0391369975696009,0.0351481460914488,0.0285115829494037,0.038964482213939,0.0353874661149458,0.0372896286835205,0.028429687442372,0.0317425423238168,0.0416814020071881,0.0391635495408001,0.0331068820859175,0.0593047471724405,0.0500990069302528,0.0365196624817428,0.0343636541210213,0.0477649809254506,0.0411853327018691,0.0403520474815475,0.0412830658896822,0.0487105148705184
cg09809672,0.789816280630002,0.579343026141158,0.678762557027387,0.861535744422075,0.781658704741344,0.653199459268459,0.590668703880671,0.689187143160468,0.757972405659929,0.507668463042165,0.444145113769787,0.589045179046716,0.555358723991984,0.748294760012986,0.814945990600792,0.515759661258104,0.726687260152908,0.753733505136923,0.633970494678578,0.646914768809491,0.565035730377449,0.432026587792328,0.710299708346809,0.944283878583729,0.596281204039287,0.739887083823082,0.764072723543475,0.756186760381379,0.709987622492739,0.689780211323584,0.67839836523112,0.473428483434792,0.582756344573074,0.697211703000692,0.705036162814356,0.715718708745683,0.734389923741523,0.615268273903052,0.776423513385169,0.814615619573122,0.766837669727965,0.799766296019663,0.694644603460345,0.685206798749436
cg11314684,0.518217787803597,0.375534803793166,0.405116241934494,0.635724528653668,0.579282849669377,0.455682050436805,0.404884646186433,0.43509731144914,0.456138943540831,0.422285788243885,0.338559062507639,0.434074744809773,0.392626198146194,0.46539986676943,0.48981616670268,0.36410531875455,0.482943329167406,0.583619917948251,0.467645594529776,0.464152038812853,0.389984703683725,0.365902326185335,0.471616165171802,0.605858832716538,0.483030398013412,0.483824021210435,0.524033582983915,0.513316558866029,0.547860913556918,0.470343170025941,0.449056341655734,0.351984908145814,0.329592554612453,0.449693787313451,0.512233188900473,0.473331151647684,0.462373558728311,0.453904033351411,0.49602208470924,0.588997357306835,0.45740522036926,0.49651962554057,0.434834724487572,0.505163715092048
cg25657834,0.0760206820967929,0.0947847477300373,0.0636914676634213,0.0600965246865796,0.0505354795212649,0.0421638360156749,0.0668820567347869,0.0445917727264145,0.0623507466629022,0.0777819711818981,0.0706765589905143,0.0393349928268469,0.0546331494782235,0.0477558719339329,0.139622551454796,0.0515931450632178,0.0437622915895142,0.0477953132680408,0.0581521411517782,0.0421761911893593,0.0667594835678961,0.0535664210001709,0.0529317583104975,0.0608805585202313,0.0645619536472851,0.0891357180860528,0.0384689315245432,0.0410660369825964,0.0408867835440255,0.0470271909608544,0.0530969517846805,0.0314981006970472,0.0427780308186609,0.0505328667209998,0.0448196279271907,0.0453116201875176,0.0566129206217789,0.0507116076366975,0.0565536087269356,0.131064508100425,0.0572794535805635,0.0772569772509367,0.101530030698582,0.0447597043946542
cg08030082,0.580040458313377,0.578322926969086,0.527306786424541,0.535045327058261,0.531857637402651,0.517937115151869,0.419282607464987,0.587140655135757,0.547909758925,0.562432634377496,0.540790014859699,0.640083387017971,0.581215069284508,0.535588262154223,0.520970490127707,0.493814910354477,0.522696191453118,0.545684097191344,0.495712427381428,0.524904068334027,0.562579992802377,0.508914162475209,0.433779513947143,0.443303340315982,0.523614500562286,0.596349334604082,0.52509129970059,0.489355881326164,0.583614897514996,0.546574296691509,0.547853013820083,0.574371930673507,0.555987663607717,0.569995222349392,0.559787656825563,0.579599179567716,0.494498961923365,0.475646410456252,0.508725207562348,0.550810504741079,0.563385970282153,0.469660959763222,0.556906693024384,0.517252838849927
cg14424579,0.011215738068187,0.00804694673751002,0.0100631021428896,0.00927522586761361,0.0110773972713735,0.00975495732534046,0.00983708322521667,0.00769429142639595,0.0126708673828028,0.0107479324736638,0.00833816893131791,0.00976638806003671,0.00747970202767279,0.0109176331534489,0.00949622870954661,0.0128976362619794,0.0098071484168266,0.00902312183100616,0.0129122648649879,0.00959631743269508,0.0110547972090736,0.0103851949068625,0.0103353828233054,0.00984939321001691,0.0100507639017505,0.00953484643103534,0.00996253479860732,0.0114648344150987,0.0105270226304096,0.0103938213423889,0.0108462512903477,0.00980594876232133,0.00853097384552057,0.0116102836328611,0.0126654501770228,0.00895464122145524,0.0120418327144269,0.0107158713999492,0.010388590857591,0.0108129474839048,0.0108835036318425,0.0102666419534188,0.0105142407141611,0.0126859741557954
